miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,ERR747965,ERR747966,ERR747967,SRR10259195,SRR10259196,SRR10259197,SRR10259198,SRR10282881,SRR10282882,SRR10282883,SRR10282884,SRR10282885,SRR10282886,SRR10282890,SRR10282891,SRR10282892,SRR10282893,SRR10282894,SRR10282895,SRR1044598,SRR1592244,SRR1592245,SRR1592246,SRR1592247,SRR1592248,SRR1592249,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529
hsa-miR-210-5p,2.211980336,-0.172991942,4.218193605,0.146477843,5.286430136,-2.239621527,3.450507737,-0.388638862,-7.531577133,5.161034103,-2.171848352,3.000474321,5.409248182,1.162117416,-7.452806173,4.457589472,-1.003544857,0.209059431,4.040564786,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-2.98518287,-8.609230104,-10.75351022,-7.523659852,-7.104057478,0.200822658,-7.322773593,-7.422508833,-7.01798074,-1.436823946,-1.00277382,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,4.604688107,3.941716048,5.378340847,1.574583735,2.296139796,4.158036684,1.826110546,4.418922909,3.290901209,0.819750217,2.498987446,1.891353397,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,0.295846169,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-0.160852936,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-2.672940848,-3.535404748,-0.501054655
hsa-miR-129-1-3p/129-2-3p,1.630047972,3.415229552,-0.96059464,-7.6829801,2.483420867,-7.36628225,2.172335556,-7.355865099,-4.069534797,-0.706202967,-7.303002452,3.303167063,-0.847967121,-7.119104501,-0.488668681,1.629282929,-1.574543946,-7.62215453,1.054430605,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-3.323452313,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-1.959628469,-3.535404748,-7.112861251
hsa-miR-656-3p,-0.190476264,-0.944871808,4.100956052,4.50888736,4.942258962,4.50981531,4.221282006,2.568442774,4.0144926,4.938155193,2.921991876,3.633453445,2.482596069,2.98847508,4.082160697,1.629282929,0.548849081,2.532205585,1.24131315,-7.053915196,-3.412632338,-7.075170805,5.427369602,5.076034282,6.275707112,5.584518396,2.816499831,2.685521966,3.815358988,3.258729624,0.411702073,1.811940351,4.10540538,3.541565791,2.73996208,2.19289524,2.083083846,2.169349261,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-576-3p,-6.389641911,-7.143856522,-7.159106643,-3.303861407,-0.484110953,-0.399343921,-2.423099952,-3.876597546,-0.934447673,-2.898385118,-7.303002452,-2.603636283,-7.449301866,-1.976798514,-2.332855195,-3.315465241,-3.208397474,-2.517301475,-7.436378297,3.572791648,2.349235663,3.027208971,5.074261605,5.252382478,5.886816507,4.956164296,3.079492114,3.449662756,3.436232179,1.983701757,2.614033166,3.077383508,4.145159864,4.492303634,2.129127286,1.241614012,3.756363117,2.53630453,3.55678415,0.919514368,-0.658713799,0.363107065,-2.657540915,-2.382398802,-2.305538594,-2.372512324,-6.544471612,0.383470209,-5.315317881,-6.90703448,3.079879566,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,4.321333541,3.584584379,4.139684719
hsa-miR-331-5p,-6.389641911,0.68788561,-7.159106643,0.605939834,-1.262828622,1.123000306,0.535300947,-1.165309174,3.072347636,-0.706202967,2.002215734,-3.323452313,-3.978910879,0.169895203,2.479359513,2.751580303,-6.731698775,-1.030446828,1.415587168,2.730321155,3.254355495,0.754847422,4.987222948,5.214428688,6.068802644,5.088325994,0.547697955,0.726737499,-1.456800202,-0.716263141,2.026252049,1.044070934,1.628919188,0.122451508,2.350259419,0.045105288,2.421588736,2.169349261,-4.577468404,2.862612996,1.240567941,0.077472607,1.191603583,-6.827160607,1.740517623,6.437595325,7.715767053,7.495679421,4.375444941,7.490332134,8.217591782,1.420908227,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,0.500334635,0.200195077,0.380536943,-1.230227829,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,5.740470019,6.625164256,6.820920693
hsa-miR-152-5p,3.304887399,1.337413911,2.852014677,6.017299571,5.610195865,6.439282718,5.33947851,5.054638667,5.460149713,5.330577824,5.434155516,6.08467554,5.983282567,6.604838581,6.882612181,5.790688098,4.267650253,5.08003351,4.876206477,-7.053915196,-6.924987589,-7.075170805,2.264631632,1.283357368,1.850812917,0.531170867,-1.828797762,-7.104057478,-1.456800202,-0.354702006,-1.235454303,-1.870703317,0.67815204,1.785765509,1.470917428,0.825381948,0.659409993,-7.269287884,-4.577468404,-1.598350712,-1.441054619,-2.789204751,-3.587034786,-2.382398802,0.146405847,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-628-3p,-0.190476264,-7.143856522,-7.159106643,-2.584208992,0.125195592,-1.660500019,0.035806945,-7.355865099,-3.136485873,0.521083549,-1.109964188,-0.134430673,-2.329066211,-1.40066521,-1.267482932,0.595342523,1.083599113,-7.62215453,1.054430605,6.576768952,6.871010858,6.913422253,1.505972322,1.384210934,2.432761115,1.895319024,4.180992714,3.366692116,3.503913585,3.339569228,5.209796106,4.335176704,5.092384913,3.292594707,5.318672999,4.611188691,6.255824132,6.029527628,-4.577468404,6.263661204,5.182251789,4.980879037,6.281676606,3.603623211,5.103589261,6.121803649,7.266215383,7.393271331,5.422423956,7.064030913,8.258127434,0.038591891,-3.421794909,-3.15398837,-3.651338078,0.457399533,-3.701150267,-3.138088086,0.295846169,0.993050116,-3.357584089,0.120594671,0.024651713,-3.096665973,-3.38034997,1.858817738,1.907055615,2.366920549,0.87172607,0.084116305,-3.337143729,1.659458592,-0.160852936,2.732226844,-3.409977493,0.605403352,1.319327915,-3.63305617,8.181635856,7.575251492,7.970774431
hsa-miR-675-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,3.537638066,-7.531577133,-7.313048083,-7.303002452,3.079879566,3.596182308,-7.119104501,-7.452806173,-0.417214823,-6.731698775,2.726036775,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-3690,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-4.249289006,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-2.727324416,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-3.390791734,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-4.257303091,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-501-5p,-6.389641911,1.855656705,0.672960262,2.032648578,-0.484110953,-2.956020887,-0.25296067,1.49316153,-2.418318853,-2.898385118,-1.109964188,0.791380268,1.041734249,-2.690310696,-3.050197679,-2.012983429,-3.208397474,-0.342549469,-2.315102293,-7.053915196,-1.773835878,-0.874305606,2.114915739,-0.789313402,1.55265751,-1.223420181,-7.523659852,-0.903933878,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,3.386665462,2.911391054,3.514511993,-1.944406805,-3.308980067,-0.825183165,0.465803558,1.699164662,2.106292953,-0.869709559,2.745824737,4.694596728,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-1.045512517,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,4.583100489,4.954295069,5.320447185
hsa-miR-3200-3p,-6.389641911,0.68788561,-7.159106643,0.146477843,-0.847031903,1.942825306,-4.074385927,-0.388638862,-3.136485873,-7.313048083,-0.695820966,-7.700580624,-7.449301866,3.436660205,0.618754407,-3.315465241,-6.731698775,-1.448163505,0.397757506,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,6.804519074,6.721754813,8.554690483,5.897479682,8.82930722,9.101613172,1.035501608,0.891544176,-3.15398837,-3.651338078,1.635709824,-3.701150267,-3.138088086,0.295846169,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,2.969580414,3.112008501,-0.292098061,3.22906421,0.084116305,-3.337143729,-3.872402671,1.044413249,-0.763214395,-3.409977493,1.139016052,-0.750685728,-3.63305617,7.993934825,7.957263429,8.092144627
hsa-miR-377-3p,2.535344459,-0.532582531,3.846447199,4.144650853,5.286430136,5.383815485,4.590857297,2.088775477,3.901366119,4.359123963,3.35693652,2.13423703,2.000989994,1.162117416,2.880964774,0.798621448,0.234973969,-0.052960929,1.876575063,-7.053915196,-6.924987589,-7.075170805,1.301188061,1.664893392,2.576402557,1.370498616,1.793384085,0.469435345,2.98283415,2.370917473,1.889722725,2.265049518,3.663980512,3.013863212,2.913384556,2.670253512,2.083083846,2.297906484,-4.577468404,-7.760884351,-4.162546568,-7.211623991,-7.088311789,-2.382398802,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-29b-1-5p,-1.931665643,-0.944871808,1.992992075,1.493457553,0.385646276,5.505183847,1.91877161,-1.649440663,5.597980925,-2.898385118,4.153965915,0.791380268,-0.847967121,3.436660205,5.117649733,-0.126951769,-2.283007377,-7.62215453,0.397757506,-7.053915196,-0.721390935,0.213512979,-8.842138975,-8.952872018,-8.609230104,-6.053756098,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-2.086999186,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-1.725712326,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-3065-3p,-6.389641911,-7.143856522,-2.01899096,-0.116088494,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-3.829923284,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,0.107371764,1.384210934,0.370437417,-0.509239583,-2.409703245,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-2.727324416,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-2.670430316,-1.441054619,-3.719877795,-7.088311789,-6.827160607,-0.462486861,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-let-7e-3p,-6.389641911,2.007131863,2.746486057,3.456764051,4.621173753,2.208121922,3.305071934,2.217808611,2.513519474,4.506899998,2.921991876,2.355317138,1.403074413,-1.976798514,0.120724894,1.163429356,-6.731698775,1.234043021,1.415587168,-7.053915196,-6.924987589,-7.075170805,0.567459096,0.579176595,-8.609230104,-1.109850805,0.968349415,-7.104057478,3.503913585,2.997995553,1.068037326,2.762292597,2.231541076,1.785765509,2.828251206,2.057391333,-0.061269875,-1.074800403,-4.577468404,0.305889293,-1.023409827,0.363107065,-1.944406805,-0.214289115,0.406666873,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-10b-3p,-1.931665643,-7.143856522,-7.159106643,0.385980782,2.692583995,0.208331718,0.297050465,-7.355865099,0.758462351,-3.829923284,-7.303002452,2.247271238,1.228710919,-3.620111573,-2.332855195,0.987375067,-1.003544857,-7.62215453,-2.315102293,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-8.137140859,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-33b-5p,-2.85231357,0.145245233,-1.442358093,0.385980782,-1.262828622,3.049346652,-3.141311938,-0.068206614,0.960501823,-7.313048083,-0.695820966,0.791380268,-3.046371242,4.307819147,3.725549259,5.813588447,6.828310234,1.55291608,3.607489647,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-0.562371093,0.726737499,1.226114899,-0.716263141,1.428996852,1.044070934,2.715004398,2.019663122,2.010630046,0.825381948,1.545091629,-7.269287884,-4.577468404,-4.324843869,-2.510049126,0.363107065,-2.657540915,0.141727409,-1.725712326,6.249199898,3.839530361,6.159013593,0.819750217,5.974189379,9.181079084,5.139747186,3.150909023,1.132395228,2.962801226,2.069067881,-0.223922694,-3.138088086,1.481390012,0.141561336,0.096592269,-3.331743679,-3.434941667,0.338312159,-3.38034997,4.527389818,3.906152512,4.059479153,5.064686705,3.402633898,-3.337143729,1.136890168,0.508863676,1.307662633,-3.409977493,2.285452604,1.75857576,1.349532744,-7.102790957,-7.04012982,-2.683660825
hsa-miR-379-3p,3.192809784,0.922764916,2.636083285,4.857648114,3.854544125,4.894750865,4.319592942,3.872680369,4.323325921,3.267310352,4.608504038,-0.134430673,2.370799515,1.717638271,4.437401811,1.163429356,1.527121824,3.576791698,2.986441857,2.730321155,-0.311719322,1.402692991,3.656168867,3.66455547,4.443998983,3.806519391,1.930495933,-1.960960728,3.366515749,3.417696519,1.59207155,0.553772849,2.990503718,2.938702951,3.368277444,3.77413929,2.421588736,1.890191198,-4.577468404,-7.760884351,-3.229056781,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-651-5p,-6.389641911,-3.646745558,-7.159106643,-7.6829801,-1.748037011,-3.887972983,-4.074385927,-2.228440914,-3.136485873,-2.898385118,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,4.128066654,3.346537432,4.344166288,6.324557773,6.36468236,7.061435614,5.510716951,-1.342732353,-2.674288659,1.050498637,0.747835136,0.151486564,0.270037264,0.135322854,0.917846091,1.470917428,0.589639392,0.659409993,-1.074800403,3.879030825,-3.390791734,-7.615541974,-7.211623991,-0.887775144,-6.827160607,-7.427519142,2.704656744,1.488475878,3.950212957,-1.771205404,2.224057331,5.205133692,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-0.576464789,-3.309159003,0.096592269,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,1.191324669,-0.292098061,-0.341007487,0.084116305,-3.337143729,1.136890168,0.508863676,-0.763214395,-3.409977493,-4.462330942,-0.750685728,-0.16018736,1.893884096,1.951922588,1.884523934
hsa-miR-193b-5p,1.839467135,-2.002890662,1.68008054,-0.406253077,2.790704764,-1.176246083,0.956146351,-7.355865099,-1.837325954,1.696507206,-1.59346965,3.231077038,3.062099885,0.946730686,0.120724894,3.086427118,2.521915966,-1.935324008,2.142660924,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-7.01798074,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-2.086999186,-7.615541974,-2.789204751,0.976467857,-2.382398802,1.424154889,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-2355-5p,-0.662131919,-0.944871808,2.852014677,0.605939834,2.483420867,0.922229512,2.612149948,1.319444818,-0.570638347,1.992813599,-0.014587249,5.56664042,2.253615328,3.267543409,1.225290805,3.817369053,0.829745542,3.51105807,1.415587168,-7.053915196,-0.721390935,-7.075170805,-3.937569119,-4.800228792,-2.565479227,-2.887417461,2.301489866,2.448810776,3.22049001,2.904258955,2.50730117,3.266261055,5.117847897,4.492303634,4.802267679,4.564175298,4.553694844,4.291562271,-4.577468404,1.096036154,-1.023409827,-2.074580547,-2.657540915,0.993211129,0.146405847,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-3.323452313,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-3.602580094,-3.535404748,-7.112861251
hsa-miR-181b-3p,-6.389641911,-7.143856522,0.415151841,2.761243061,0.125195592,1.645865241,-7.535968413,-7.355865099,3.153911322,-7.313048083,0.27193636,-2.603636283,-7.449301866,-7.119104501,-0.488668681,-7.693408087,-6.731698775,-1.030446828,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-1.135959591,-1.843493125,-5.308182877,-2.17173239,-7.523659852,-7.104057478,1.390560052,-0.034609896,-1.720363805,-7.01798074,1.128786787,-7.936804247,-7.705929614,-1.048327397,-0.061269875,-7.269287884,-4.577468404,-7.760884351,-7.615541974,-7.211623991,-7.088311789,-6.827160607,-7.427519142,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-487a-3p,0.212512965,-3.646745558,3.318838432,5.02973588,3.456471363,5.009312234,4.170457737,2.674866358,3.656701443,3.714620335,3.790038428,0.128293279,2.130538044,-0.148083353,3.850740925,-0.126951769,-0.527247365,1.398435145,0.137416023,3.797170154,3.158388668,2.212903119,6.706593131,6.523230689,8.13050452,6.586970556,3.598189565,3.754607522,4.715226938,4.401364761,1.254818853,1.640559436,5.6325978,5.834655915,4.173701554,4.147179149,4.753817599,3.222265842,-4.577468404,1.563169998,0.454767923,0.077472607,-7.088311789,-6.827160607,1.424154889,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-2467-5p,-6.389641911,-7.143856522,-7.159106643,-2.001586156,-7.44840862,-1.176246083,-1.842058663,-0.750560165,0.040308803,-2.182584348,-7.303002452,-1.532819278,-2.329066211,2.43517181,2.479359513,-0.741056818,1.083599113,1.398435145,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-8.952872018,-8.609230104,-10.75351022,2.721946788,2.570072133,0.659409993,-0.034609896,2.395635466,2.123042618,2.640856969,2.861081289,0.36245775,-1.048327397,1.545091629,2.169349261,-4.577468404,-2.086999186,-7.615541974,-7.211623991,-7.088311789,0.456622737,-1.240744851,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-3.323452313,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
