miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,ERR747965,ERR747966,ERR747967,SRR10259195,SRR10259196,SRR10259197,SRR10259198,SRR10282881,SRR10282882,SRR10282883,SRR10282884,SRR10282885,SRR10282886,SRR10282890,SRR10282891,SRR10282892,SRR10282893,SRR10282894,SRR10282895,SRR1044598,SRR1592244,SRR1592245,SRR1592246,SRR1592247,SRR1592248,SRR1592249,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529
hsa-miR-144-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,3.23505086,2.482921009,2.596049422,3.886293468,4.412624596,2.280071276,1.967159974,5.22552102,4.90301395,5.908852555,5.222674592,4.415477715,4.971990787,8.132511911,7.925168215,6.708223153,6.657096723,5.518848935,5.160631112,18.26081598,-2.086999186,-1.441054619,-2.789204751,-0.887775144,0.456622737,1.88497541,15.41291966,13.7862817,15.75991387,12.13441967,15.00146563,17.07854888,15.49407342,11.85201721,10.56202891,13.24567083,13.08403136,13.00396152,11.98217578,12.52870943,11.49467986,11.38273854,11.7714923,11.46025867,10.51729284,12.06670971,15.64095993,15.57742682,15.20924355,15.64676831,14.78749044,13.26519853,12.98610331,14.071679,14.29371719,12.17142639,14.05167049,13.6222806,12.60789758,19.23045078,19.51611047,19.2853671
hsa-miR-301b-3p,2.951205623,0.145245233,2.135841196,4.631403744,3.30690607,3.049346652,4.065223057,6.144626617,4.0144926,2.71372358,4.367522832,-1.532819278,0.384746437,0.454624783,0.38121548,0.987375067,-0.119946111,2.990159416,-0.150396559,-0.852549513,0.899812825,-7.075170805,-0.249044502,1.069007995,0.682806886,-0.695708833,8.132019733,7.826365148,8.18469424,7.634198277,9.269189607,8.882651128,9.175381577,8.87527473,9.6118249,9.501108988,8.706714895,8.439572082,4.637131417,0.305889293,-0.046122276,-7.211623991,0.742069044,1.225343058,3.081644132,0.747556463,1.258809885,4.559615694,-5.315317881,2.224057331,5.174608604,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-1.054462433,-4.903499393,-1.180098379,1.319004361,0.748233519,-3.337143729,-3.872402671,-4.568141068,0.114140237,-3.409977493,-4.462330942,-4.259418591,0.700315877,-2.672940848,-1.318743522,0.460772389
hsa-miR-374a-3p,4.272848989,2.412691638,7.007536629,7.537648959,8.347373354,8.710696632,8.124116875,6.642699865,8.166062618,7.964507348,6.61327802,7.431489612,3.792043092,5.547508157,6.653276565,7.285240125,4.73015716,4.197170737,4.837232607,7.652272207,7.478302135,7.401035447,9.831694292,8.997810301,10.00178998,9.228431492,7.009065021,6.75944318,8.698107679,8.33487216,7.844526483,7.427766878,9.812883657,9.549796833,9.321672455,9.023691183,9.246899433,9.077871231,8.679296878,2.777272957,3.708708781,0.856862142,6.431530608,3.987168957,5.456451479,7.549797581,4.287496529,8.532366751,-0.184958245,6.740519096,9.962084701,7.352431223,3.675192501,1.770527853,3.922104658,3.291820125,3.882943764,1.146642328,5.116612965,3.51841644,3.479507996,1.615007846,1.524352448,1.82051392,2.871257008,6.068064066,5.995434619,5.411893093,7.278489808,6.464882282,0.967859142,5.057753582,5.206903345,4.97035514,3.43734618,4.378727373,4.980176157,4.124398496,8.21077348,8.707506516,8.681091713
hsa-miR-335-5p,1.40173693,4.827801783,7.664694997,5.99647948,6.521816412,6.685007611,7.726793057,8.326745708,-0.934447673,9.967424242,2.002215734,5.592049973,7.212752983,3.085223936,4.241364036,8.537815157,8.536025434,7.633441824,4.25529603,6.497786138,6.764494227,6.673945195,8.758988023,8.618522067,8.861779657,9.023406697,9.402907836,9.13898168,10.00215583,9.709935327,7.963365371,7.622796457,9.655840023,9.30600148,9.050497608,8.845340562,7.118397541,7.071711296,7.755504637,3.248488687,2.732141756,1.457829624,3.767995196,1.817413545,2.502686769,5.130397533,2.817960918,5.522393336,-0.184958245,4.123761452,8.772371968,4.909499336,2.049796575,-3.15398837,1.851678475,0.457399533,3.882943764,1.146642328,2.611056192,0.993050116,0.94944753,-3.331743679,-3.434941667,-3.096665973,0.92892938,4.637131417,4.036605089,3.922101058,4.891662377,2.41857944,0.967859142,1.659458592,2.977250485,4.396482456,2.48515868,3.814673631,2.743170688,-3.63305617,11.65034757,10.7775813,11.80135637
hsa-miR-145-5p,11.30325472,7.734020796,10.2350044,10.31456391,11.87723907,9.492775098,12.08784045,8.753717312,9.672178644,11.37930286,9.731602194,11.1105722,10.32190861,8.75341992,9.267819137,11.10665291,11.79832226,8.336010465,8.596944841,1.778534095,1.543973592,0.497811329,6.008011005,8.395607936,7.57401467,6.331738576,0.968349415,0.469435345,0.862205041,0.511412717,-0.457306783,0.270037264,2.715004398,0.549583565,-1.119997652,-0.6348682,1.390560052,-1.074800403,-4.577468404,8.657844583,6.967784663,8.340413453,4.594925568,3.338433854,3.546114488,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,1.47617626,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,8.595728775,-7.04012982,-7.112861251
hsa-miR-224-5p,9.610317611,11.41026838,10.23831574,11.3000507,11.45061662,10.56857968,10.26513735,9.550196897,9.949452705,10.05068832,9.544651059,9.114144984,9.458980179,10.12667164,9.96479929,9.536249569,10.89950553,10.70042807,11.74004862,8.618793205,8.524705265,8.549761424,9.577627976,9.768613808,9.320333178,9.427280567,5.855374846,5.73949238,5.170242809,5.256580174,8.030532566,8.072187608,6.966353681,6.961790534,5.637653259,4.746478433,8.469083768,8.479910664,-4.577468404,6.93661134,7.25480579,6.188605821,6.213844647,4.756103598,6.153846184,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-0.424761406,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-1.959628469,-7.04012982,-7.112861251
hsa-miR-146b-3p,-1.228205039,7.402086933,1.322861941,0.809138986,1.567185269,4.155834914,-1.842058663,5.126523196,2.900240885,0.757422283,-7.303002452,0.588046481,0.384746437,6.387849855,4.389987399,0.375299467,-0.527247365,5.777386037,9.606036765,5.401449624,5.788997408,5.612810263,7.229930212,6.583194661,7.035299971,6.800327448,8.424788865,7.942369366,8.302839639,7.663062871,7.556695149,6.98589828,8.749802954,8.469702102,8.104539907,7.843224349,8.837696037,8.474216377,-4.577468404,9.190940387,9.07582988,9.635917141,8.559241989,7.830821641,9.072743695,3.923329779,5.028065792,5.992636721,3.437376486,4.42605953,3.75336756,-5.077215311,-3.421794909,0.285327578,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-1.368964983,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,1.168102682
hsa-miR-374b-5p,0.212512965,4.287273421,4.218193605,4.709447072,3.38289154,3.599609239,4.065223057,2.968366093,2.616202461,3.970748592,2.722814905,3.75336756,1.566325759,0.71206542,-1.267482932,4.325246104,4.623296909,2.631075094,3.317579241,12.68967466,12.44657962,12.52073044,13.2686102,13.23162864,13.48130083,12.99992475,7.674319187,7.255098053,8.604419216,8.453274801,8.926657356,8.623040416,9.078798926,8.723684933,8.808609101,8.62005281,9.057551131,8.839606889,11.94397559,7.20442882,8.079303082,6.097199315,6.627453615,5.978839729,6.132591714,8.105431662,7.895846897,10.03116691,4.886820479,8.250027085,9.73060551,7.015114705,4.101756098,0.285327578,4.283728921,4.92492767,5.754443785,3.071031233,3.377872556,2.146488468,4.151782728,4.17188799,3.140173199,0.338312159,1.57234325,5.775210264,6.919782848,6.665741586,7.107423174,5.480230036,3.742497837,3.747804722,5.287907126,6.171230123,2.48515868,6.149253148,3.974151344,2.66123411,13.94595276,13.60837724,13.9663514
hsa-miR-454-3p,3.41182548,2.412691638,3.318838432,5.555163712,4.904617195,6.439282718,5.398857247,5.986369815,6.527574701,3.781400833,6.249222163,3.231077038,2.482596069,4.416333995,5.314451872,3.007046778,1.723008075,5.329029796,1.578753302,14.19271015,13.98348557,14.03451523,12.03072534,11.94989637,12.37008625,12.15512246,7.83420991,7.730940317,8.102581838,7.700764895,7.434152655,6.855706176,9.194373104,8.868418499,7.735244856,7.725230244,7.94548975,7.763979809,11.03688561,6.898525566,5.660434531,3.356285912,4.277075083,4.653838676,4.804855484,11.60262319,12.43849894,12.76209919,10.22537098,13.06620854,14.99790135,9.215527243,5.389925082,4.494357298,5.617064323,7.345303353,7.402773412,6.657226297,7.992302107,6.834343111,6.441423805,6.322751126,6.956828848,6.685539986,5.420250112,8.24942411,8.875108769,8.338352691,8.507494992,8.154358106,5.341490342,6.941784988,8.75226849,8.080025283,7.516106748,8.448184587,7.672267187,6.181528548,10.17768472,10.830923,11.23291381
hsa-miR-379-5p,3.075103003,2.412691638,3.559879515,1.777486896,4.085921496,4.645775314,4.170457737,1.952629162,3.958635378,4.359123963,3.917953212,5.143642665,5.014905233,5.350257195,6.237500738,5.440625301,2.899545391,4.431104431,6.565457379,6.652624721,7.051456772,6.745576641,10.85812767,11.36223284,11.91115097,10.62980002,2.623503943,1.73172815,3.143909084,2.370917473,3.87690715,3.680642034,6.694110573,5.95539117,5.93598783,4.789779098,9.336601931,8.981904521,-4.577468404,5.215214469,6.562866053,6.479341108,2.584241091,2.570144945,4.411267997,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251
hsa-miR-503-5p,4.665624004,-7.143856522,3.143061175,8.576910436,5.582729375,6.401487814,4.979662489,5.263450501,7.755137414,4.030508275,3.105734857,3.440982597,2.370799515,6.91378248,6.925244853,4.184545661,3.0132029,6.541617291,-7.436378297,2.730321155,2.057674788,-7.075170805,6.460438124,7.232024142,6.414976908,7.148269133,1.330745981,1.559752711,-7.630182649,3.174993353,2.50730117,-7.01798074,3.406601849,3.292594707,3.436180063,3.068260015,-7.630182649,-7.269287884,-4.577468404,0.305889293,-0.335648022,-7.211623991,-7.088311789,-6.827160607,-7.427519142,3.151376505,4.716932507,5.39455015,0.363824896,4.249629353,6.577172843,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,5.682093277,5.670551952,-7.112861251
hsa-miR-449c-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-4.249289006,-6.731698775,-7.62215453,-7.436378297,-7.053915196,-6.924987589,-7.075170805,-8.842138975,-4.075856196,-8.609230104,-10.75351022,-7.523659852,-7.104057478,-7.630182649,-7.322773593,-7.422508833,-0.405062364,-8.326650681,-7.936804247,-7.705929614,-7.24384051,-7.630182649,-7.269287884,-4.577468404,-7.760884351,-1.441054619,-3.719877795,-7.088311789,-6.827160607,1.249942204,3.346532782,2.399431803,3.680221791,0.363824896,2.36540383,3.975807076,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-0.410288863,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-1.054462433,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-1.893872856,-7.112861251
hsa-let-7d-3p,3.41182548,8.206859803,6.853047153,6.837909853,7.733939734,5.187690419,7.801772642,8.080597563,5.281956594,7.660032982,6.46815923,7.552496176,6.983122132,3.741794767,4.57384199,7.967164484,4.13524975,7.112329816,7.54719481,10.54790073,10.32060405,10.31746039,9.760283266,9.519477304,9.496350903,9.722549635,7.83420991,7.608391363,8.649806201,8.309998776,7.893151995,7.796959424,8.489507089,8.15593145,8.332638516,7.903288786,8.777822575,8.433716711,-4.577468404,11.97390679,12.5062684,12.42157998,13.31490796,11.27112444,13.58444289,10.04282803,7.762737972,10.68090592,7.197971313,9.137550398,6.292888138,3.480937848,4.101756098,1.132395228,3.49178163,5.144585438,3.677482498,2.29271053,5.214547364,2.569994615,2.104959388,1.615007846,2.038488707,0.338312159,3.708166653,5.645451656,6.570525886,6.133805419,5.882765851,4.371611681,2.122496465,5.057753582,5.781899382,4.867002938,1.546307679,4.927690574,4.980176157,-3.63305617,8.527640872,8.906922243,8.954204058
