miRNA,DRR041355,DRR041393,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041504,DRR041511,DRR041517,DRR041527,DRR041530,DRR041536,DRR041554,DRR041575,DRR041578,DRR041592,DRR041616,DRR041620,SRR1044598,SRR1264562,SRR1264563,SRR1264564,SRR1264565,SRR1264566,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR5127232,SRR543696,SRR543697,SRR543698,SRR543699,SRR543700,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR8543902,SRR8543903,SRR8543904,SRR8543905,SRR8543906,SRR8543907,SRR8543908,SRR8543909,SRR8543910,SRR8543911,SRR8543912,SRR8543913,SRR8543914,SRR8543915,SRR8543916,SRR8543917,SRR8543918,SRR8543919,SRR8543920,SRR8543921,SRR8543922,SRR8543923,SRR8543924,SRR8543925,SRR8543926,SRR8543927,SRR8543928,SRR8543929,SRR8543930,SRR8543931,SRR8543932,SRR8543933,SRR8543934,SRR8543935,SRR8543936,SRR8543937,SRR8543938,SRR8543939,SRR8543940,SRR8543941,SRR8543942,SRR8543943,SRR8543944,SRR8543945,SRR8543946,SRR8543947,SRR8543948,SRR8543949,SRR8543950,SRR8543951,SRR8543952,SRR8543953,SRR8543954,SRR8543955,SRR8543956,SRR8543957,SRR8543958,SRR8543959,SRR8543960,SRR8543961,SRR8543962,SRR8543963,SRR8543964,SRR8543966,SRR8543967,SRR8543968,SRR8543969,SRR8543970,SRR8543971,SRR8543972,SRR8543973,SRR8543975,SRR8543976,SRR8543977,SRR8543979,SRR8543980,SRR8543981,SRR8543982,SRR8543983,SRR8543984,SRR8543985,SRR8543986,SRR8543987,SRR8543988,SRR965568
hsa-miR-1343-3p,-2.85231357,1.694416018,-2.732988356,-0.116088494,1.229582503,-2.956020887,-0.939082466,-1.649440663,0.040308803,-2.898385118,1.370394275,-1.532819278,-3.046371242,-0.919395446,-1.267482932,0.375299467,-2.283007377,0.448045057,0.397757506,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-0.220693523,-5.315317881,0.661530519,-1.114257596,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-0.90263335,-1.893872856,-0.912977836,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,0.456565935,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-1.061224114,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-0.612713886,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-496,0.873619078,0.145245233,1.12368402,2.669661823,1.567185269,1.309372278,2.402183714,0.932457963,0.539725607,0.757422283,1.370394275,2.015767279,3.913870481,3.741794767,4.437401811,0.595342523,-0.119946111,2.090726154,2.382788121,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-1.864106078,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-2.228531852,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-122-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-1.482223198,2.380553725,-0.642753768,0.086457566,-2.225434181,2.510604246,1.306629792,2.471680539,2.256048502,-0.612713886,1.574765343,1.634913881,1.333210428,1.743795664,-0.279019923,-1.543450059,0.91770632,-0.651953069,0.857812099,0.198641252,2.699758355,0.57857172,1.024546649,-5.811645834,-0.482945459,0.119069884,1.58625103,-3.046229196,-0.562099937,1.201000387,-0.422121221,0.740351087,-1.885240658,3.103901525,0.051503007,-5.599474806,1.25264484,2.370203984,-0.960675576,-6.498785873,-5.370705048,-4.877502863,0.610786677,-6.376786786,-0.940926226,0.132078272,0.284468714,-2.235858361,1.946798644,1.267201029,2.282363261,-1.253598597,-2.079573174,0.802529372,-0.77311036,0.754109794,-5.389532108,-5.711021325,-0.309910275,-5.389442496,-4.90370879,-1.075899672,1.02973848,-5.218825082,1.807130242,2.568365285,2.293018146,-1.529225861,0.181333439,-0.522746416,-4.851394118,-0.612713886,-6.032126037,1.57191551,-4.861209574,-0.744422267,-0.51572274,-5.045316415,-1.236370878,-0.747981862,-2.057502969,1.881875194,-5.218825082,-2.431893399,-4.121175212
hsa-miR-133a-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,0.21882917,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-let-7c-3p,-6.389641911,-0.172991942,-7.159106643,-1.095391902,-3.045396051,0.208331718,-2.423099952,-2.228440914,0.539725607,-7.313048083,-1.59346965,-7.700580624,-7.449301866,-1.976798514,-2.332855195,-2.012983429,-6.731698775,-7.62215453,-1.735175196,-4.577468404,1.587436211,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,1.587436211,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-1.168525233,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-1.931380441,-6.576701538,-2.319285848,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-0.408183119,-5.409560666,-2.042988879,-5.370705048,-4.877502863,1.535423962,-6.376786786,-5.389133214,-6.054242761,-0.069862651,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,0.165263745,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-0.612713886,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-3934-5p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-3.876597546,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-4.577468404,4.93271968,6.070259187,-5.627212417,-6.140680144,-6.138722271,-1.090690439,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-3.323452313,6.070259187,4.93271968,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-520a-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-4.577468404,5.205893461,5.906544097,5.417852033,5.727364978,5.953487741,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,5.906544097,5.205893461,5.417852033,5.727364978,5.953487741,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,4.20907807,4.270254896,3.812184525,4.143292496,4.612338756,3.588452086,4.64342918,4.931832892,5.15976209,3.177149679,3.768159129,4.805450615,3.607039423,4.013238176,4.811467811,5.706800306,3.664552995,4.24504865,4.841136881,1.189826974,5.071950917,3.967662972,3.102896093,5.1691135,5.750572385,5.295158552,5.384213821,1.66973847,5.446279964,3.398195664,4.08152901,5.407228932,5.395666057,5.236868163,3.817866695,2.891790444,5.337017998,4.548926645,2.270788483,5.458751642,3.533302277,-4.877502863,3.758487373,4.283159265,2.507827106,2.328396408,4.107826067,4.195036798,4.660225443,5.861538573,5.252003359,4.10434454,3.763683856,3.549084703,3.302598251,4.590888004,2.708705618,4.8042758,1.72880828,3.651063388,4.493558943,4.482012398,2.963784964,3.655534581,4.158774471,3.9137846,2.293018146,2.384727445,3.277567467,3.894338234,3.154636079,2.795545089,4.55593805,3.618239553,3.328400462,3.393855347,2.880327627,3.654782306,3.980197345,5.056652205,1.288035634,4.698082339,2.851580036,2.735189713,5.904973716
hsa-miR-585-3p,-0.662131919,1.138353333,0.130030473,-7.6829801,1.567185269,-0.399343921,0.956146351,-2.944724208,-7.531577133,-7.313048083,-7.303002452,3.156695278,-2.329066211,-1.976798514,-0.851636846,-0.417214823,-6.731698775,-1.030446828,-3.964721587,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-6.498785873,-5.370705048,-4.877502863,0.956686905,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-1306-3p,-6.389641911,-3.646745558,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-2.944724208,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-2.690310696,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-4.577468404,-6.666393821,1.942825306,-5.627212417,-6.140680144,-6.138722271,3.438308355,5.122578425,5.522393336,1.84457681,3.990429602,5.514882792,1.942825306,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-0.576464789,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-1.368964983,-1.180098379,-1.230227829,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-0.750685728,-3.63305617,3.192426829,2.742599322,3.951887376,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,1.769717455,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-1908-3p,-6.389641911,2.534159995,-7.159106643,-7.6829801,-7.44840862,-2.239621527,-7.535968413,-1.649440663,-1.837325954,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,3.086427118,-0.527247365,-0.342549469,0.635155632,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-1.384009639,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-146a-3p,-6.389641911,-7.143856522,-7.159106643,3.388928711,-7.44840862,-7.36628225,-7.535968413,-7.355865099,3.454401066,-7.313048083,-0.014587249,-7.700580624,-7.449301866,-7.119104501,-3.050197679,-7.693408087,-6.731698775,-7.62215453,-2.315102293,-4.577468404,-6.666393821,-7.36628225,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,-7.36628225,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-3.535404748,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-0.279019923,-0.286092343,-5.207568436,-5.08815361,-5.273521501,0.198641252,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-1.337874653,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-0.952150125,-5.783226697,-6.685467692,-6.263787604,-0.678425014,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,0.294904198,-5.711021325,-5.447253717,0.752044069,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-0.874087068,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
hsa-miR-205-3p,-6.389641911,-7.143856522,-7.159106643,-7.6829801,-7.44840862,-7.36628225,-7.535968413,-7.355865099,-7.531577133,-7.313048083,-7.303002452,-7.700580624,-7.449301866,-7.119104501,-7.452806173,-7.693408087,-6.731698775,-7.62215453,-7.436378297,-4.577468404,-6.666393821,3.455216541,-5.627212417,-6.140680144,-6.138722271,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.700580624,3.455216541,-6.666393821,-5.627212417,-6.140680144,-6.138722271,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-7.102790957,-7.04012982,-7.112861251,-6.641274069,-6.565821499,-6.369984944,-5.612270051,-5.772826702,-5.62340605,-5.205650998,-5.888701134,-5.146660321,-5.046989693,-4.902980628,-6.827219171,-5.890432059,-5.090980289,-5.41471508,-6.003687026,-5.207568436,-5.08815361,-5.273521501,-4.905175894,-5.621287574,-5.578025985,-5.894777062,-5.811645834,-6.687187714,-6.067912373,-7.075908307,-6.576701538,-6.766610922,-5.701060683,-5.565013682,-4.905077023,-5.43095344,-6.626383489,-6.138722271,-5.599474806,-5.2660281,-5.550424005,-5.409560666,-6.498785873,-5.370705048,-4.877502863,-5.968647646,-6.376786786,-5.389133214,-6.054242761,-6.680730095,-5.783226697,-6.685467692,-6.263787604,-7.286149645,-6.414981296,-6.534501246,-6.46529041,-6.975987828,-5.387185222,-5.389532108,-5.711021325,-5.447253717,-5.389442496,-4.90370879,-5.528368047,-6.222015842,-5.218825082,-5.940511966,-5.775917668,-6.094817694,-5.989391966,-5.511213099,-5.670021791,-4.851394118,-5.046989693,-6.032126037,-4.906221424,-4.861209574,-5.184883619,-4.944947103,-5.045316415,-5.692749706,-5.18859945,-6.512964334,-6.10961908,-5.218825082,-5.977932367,-4.121175212
