miRNA,DRR041393,DRR041530,DRR041578,DRR041592,DRR041620,DRR041422,DRR041436,DRR041443,DRR041450,DRR041470,SRR3996364,SRR3996365,SRR3996366,SRR3996367,SRR3996368,SRR3996369,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR1988291,SRR1988292,SRR1988293,SRR1988294,SRR1988295,SRR1988296,SRR1988297,SRR1988298,SRR1988299,SRR1988300,SRR1988301,SRR1988302,DRR041504,DRR041616,SRR5127209,SRR5127214,SRR5127232,SRR5127234,DRR041368,DRR041534,SRR1988303,SRR1988304,SRR1988305,SRR1988306,SRR3199254,SRR3199255,SRR3199256,SRR3199257,SRR3199258,SRR3199259,SRR3199260,SRR3199261,SRR3199262,SRR5128189,SRR5128190,SRR5128191,SRR5128192,SRR5128193,SRR5128194,SRR5256874,SRR5256875,SRR5256876,SRR5256878,SRR5256879,SRR5256880,SRR5256881,SRR5256882,SRR5256883,SRR5833902,SRR5833903,SRR5833904,SRR5833905,SRR6283108,SRR6283109,SRR7062776,SRR7062777,SRR7062778,SRR7062779,SRR7062780,SRR7062781,SRR8478257,SRR8478258,SRR8478259,DRR041355,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041511,DRR041517,DRR041527,DRR041536,DRR041554,DRR041575,SRR1044598,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR1777161,SRR1777162,SRR1777163,SRR1777164,SRR1777165,SRR1777166,SRR1777167,SRR1777168,SRR1777169
hsa-miR-409-3p,10.44037004,11.69906872,11.30147388,10.51552818,11.95699847,12.48022083,11.0816192,11.01611067,10.96431583,12.0661446,12.53103013,12.37274683,13.09804291,12.72070315,12.33275627,12.79700018,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,7.917309549,8.273165719,8.30647593,8.360050512,9.542539117,9.165520828,9.207437895,8.738517756,7.330844694,6.633104802,7.219025137,7.355939484,12.01099977,11.95620042,0.780152995,12.91972506,5.960039353,3.891814715,12.65968886,12.61589815,7.662080113,8.348563772,7.825441584,8.757359264,8.368691123,-2.157724837,-4.081144197,0.72516299,-0.99766688,0.236152659,-4.367241693,-7.102731849,-10.33669219,1.558273518,1.569653426,-1.08484787,7.326726954,11.17814607,7.282364294,7.326493192,9.458033714,8.415141995,9.798652769,8.694647761,7.902656496,6.582261323,4.734132563,7.329496041,0.522662839,1.419882423,2.754040451,0.975654135,10.81830807,9.115852141,-2.174209458,-0.264927504,-0.882434235,-0.683397468,-0.2164836,-0.34939098,6.086107435,-8.03183947,-8.253985803,11.08017882,11.15730962,12.27619286,11.68969798,11.77108518,11.49375395,11.31543096,11.85307588,11.75358444,12.08756207,11.40255153,12.66483988,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,8.749747159,7.350819865,12.03337946,12.61170173,14.57475025,12.48202338,12.08460201,13.36123106,13.50757809
hsa-miR-409-5p,8.841055788,10.13727218,9.090508447,9.636490802,12.17564776,10.03745606,7.688334911,8.627653047,8.66160634,10.19327314,6.785169353,6.609487533,5.265815404,6.79903053,5.80702798,4.47147217,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-4.479995681,-7.327458573,-3.364961063,-4.669885102,-0.760677957,-1.190243211,-0.340484711,-1.802283535,-9.911337288,-11.08486431,-6.139227785,-5.542136308,9.017196746,10.60660989,-4.512262567,7.559356585,-7.717284895,-0.020081816,-4.201928206,9.841128075,-6.323771989,-9.47229548,-6.822962314,-9.075640343,11.42779243,4.469133132,3.22871989,6.543764202,5.052082014,5.675848494,3.1842933,-2.232736642,-0.717889336,-4.321067439,-4.93104046,-8.004604563,2.832829686,6.788604079,1.544260625,-6.791249405,-1.874216471,-7.738992714,-1.909577921,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-0.530736645,0.201376635,-0.049305901,0.232065819,0.02561383,3.90458498,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,3.863822226,-8.03183947,-8.253985803,9.161680053,9.522206783,10.46810085,9.79056173,10.29300702,9.936292852,9.088090307,10.38388074,9.723598566,10.04420047,9.373851551,10.39007705,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,3.01973788,-0.329005359,7.177895284,8.585168035,9.866116437,7.529753337,6.606425149,8.385715724,9.516431939
hsa-miR-410-3p,8.508100872,8.388733333,8.303363843,5.954161635,7.922045534,10.44413331,7.987397478,9.40461565,9.433647576,10.8273899,11.03594232,11.02567576,11.72079428,11.34476413,11.58913594,11.84343231,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,8.233206707,8.678131504,8.739927657,8.341617415,10.50254656,10.45344012,10.3617948,9.99394248,6.824988451,6.957911955,7.069779279,6.872982536,11.0497575,8.543495798,1.510261107,12.00092602,4.324076775,5.992204243,10.72600196,8.697547648,7.489935395,7.36554739,7.101852773,7.852181419,5.549477578,-6.527508767,-4.277936027,-1.33786417,-0.320365504,-1.855995002,-2.347841692,-11.03429312,-10.33669219,-3.729181843,-5.647069603,-8.004604563,2.404772371,7.836873442,1.703947746,5.622435165,8.082568058,7.640353756,7.598956126,7.08921908,5.987385027,3.804874052,3.029518901,4.158550083,-0.607034132,0.457234004,0.813269268,0.194594196,2.368918537,3.641344758,0.201992313,0.170384692,0.597881604,0.289616921,0.562133318,0.759668951,1.026266922,-8.03183947,-8.253985803,6.687173691,9.842403009,10.31434031,10.32399936,9.941790948,10.57596357,9.800308261,10.28059364,10.27748455,8.914313733,7.613071134,8.48699466,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-0.201491616,-4.639138843,4.512287552,5.351416367,8.015643134,5.636457555,3.683525774,6.167043457,7.535111354
hsa-miR-411-3p,1.858648837,1.880399526,1.316056171,-6.727163539,2.918858899,6.723858855,2.711667189,4.096072336,3.329742712,5.726560532,5.779237862,5.226287343,6.754452153,6.124656241,5.885801939,5.287820057,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-0.368780486,-1.140041477,-2.824729667,-1.138333845,5.344737321,4.366052917,4.325676163,3.509799197,-3.858102218,-4.167868085,-3.188224829,-5.542136308,4.545813152,3.08308724,-7.600602363,6.958618336,-3.35493471,-6.093600044,5.499298697,4.469814324,-1.613507555,-1.035003459,-3.31259889,-1.1829336,7.224687658,-4.842727305,-3.553577481,0.666435958,-0.548474239,-3.626923423,-7.013141827,-11.03429312,-4.492542013,-9.129390821,-9.589918813,-8.004604563,-0.772609069,3.464774451,-0.156729086,-6.791249405,-9.2053765,-7.738992714,-1.704390528,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-3.143295682,-3.482115075,-2.761984161,-3.889817017,4.216677248,1.624200737,-2.174209458,-4.449118216,-4.836995063,-5.12764483,-3.519041089,-4.227704625,-1.174277094,-8.03183947,-8.253985803,3.906051037,4.170063919,6.675033725,4.92799792,6.691463944,4.686578088,5.574838912,4.612803062,5.27458005,1.716062669,2.016348149,3.066269016,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,2.163599363,-1.42329196,6.463379189,7.865158371,9.538858804,7.259406169,6.51656308,7.879938885,9.650638419
hsa-miR-411-5p,10.36503278,10.55369171,10.39051883,9.660307281,10.89518514,12.35792787,9.984689079,10.59824127,11.12312331,11.41436222,9.953434264,9.853637258,10.5613353,10.30141991,11.06137294,11.37883176,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,8.523674417,8.97544412,8.706704198,8.664285387,12.06744898,12.15009093,11.99642993,11.62780367,6.111079605,6.214698503,5.964505434,6.025265321,11.19697469,10.17752169,3.838975225,13.60035425,3.4445781,6.223766658,11.84569117,10.85129437,6.681472242,7.203701694,6.051918418,6.969786738,9.48076529,-1.368590215,0.751565322,1.477878702,1.99649624,1.296542206,0.916262477,-4.926720446,-1.386071254,-9.129390821,-6.550822301,-8.004604563,2.918389458,6.576107234,0.91271565,4.85594433,7.741403694,6.981915626,6.51797917,7.007690337,6.118896687,3.199843105,2.195931912,4.043547223,2.287061436,2.789628676,1.903153889,2.912604529,5.699200682,4.60014909,-0.006916873,0.269270943,1.020451505,0.787828884,0.940442107,1.426308231,3.537679441,-8.03183947,1.066907158,9.830047503,11.55374636,11.96701926,11.93709073,11.9623321,11.75134523,11.52670951,11.94912987,11.22506287,10.42658744,10.30134988,11.306661,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-0.117016521,-7.036434553,-7.130436837,7.305113313,4.766004469,10.6868654,11.57468078,12.57584842,10.89340651,10.84779172,11.13320118,12.90332138
hsa-miR-412-5p,-2.022465857,1.462332631,1.316056171,-0.521077178,-3.037272108,-5.418410929,0.428659496,0.312119138,-7.529768179,0.7342747,6.546385776,6.509914574,7.539442285,6.958998642,6.775746022,7.576684681,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-10.32857358,-4.238740063,-10.27550847,-10.16901569,-10.65555313,-10.78866848,-11.23300081,-11.56399527,-9.911337288,-11.08486431,-4.194431943,-3.800493289,-0.380918151,1.702044162,-10.09124307,5.714727901,-4.288558706,-5.598316513,3.073584896,4.359230103,-5.838970159,-9.47229548,-4.628056832,-9.075640343,-1.848738273,-11.85279286,-9.257453273,-10.73637423,-7.397040737,-4.091495788,-5.517430776,-11.03429312,-10.33669219,-9.129390821,-5.647069603,-8.004604563,-4.880589988,3.69289296,0.024155126,-6.791249405,-2.17835989,-0.468408793,1.374484013,-1.638354939,0.616218819,-6.408854841,-0.850517565,-2.201555131,-2.086547286,-2.853882646,-1.757750076,-2.210746487,0.322930142,-0.750806198,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-5.741529546,-1.710564597,-8.03183947,-8.253985803,-2.859851957,-7.173561921,-3.313729153,-2.332092397,-7.367595463,-0.586993491,-1.373295332,-1.620907566,-7.322677567,2.253354204,-1.437707765,3.311304528,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,0.408618927,-4.639138843,6.958106571,6.903188599,9.076801407,3.752065941,2.553936464,7.883999752,4.974298289
hsa-miR-421,6.956241456,6.930823463,6.511198284,5.495438369,5.869756308,7.49168667,7.291705685,6.821681183,6.845945608,8.016544951,9.819030349,9.603135334,10.05470137,10.03908892,9.649462146,9.857441986,10.77981509,11.08467512,12.23398799,9.474685307,11.30106427,12.53666299,12.75594433,12.87124357,12.75424526,11.18345409,11.15422026,11.10480605,11.03617758,13.24093528,12.83821143,13.0914353,13.169283,6.992984571,6.302924721,10.75876686,9.328722326,12.8217392,10.47221172,8.045708623,6.11435913,12.90843031,13.2098643,12.92275723,13.19476911,6.049409693,8.394216524,7.593583016,11.75564601,11.44890441,10.9057038,10.40611924,10.72530992,10.90119821,9.295642446,8.510372885,9.175059182,8.987861792,7.663224747,9.197714952,11.33253897,13.06558518,12.44140239,12.87318441,13.02342477,12.26677194,11.40183212,10.35737316,11.84876253,6.721838734,7.028554878,7.697277825,6.472462567,11.143099,11.75347911,11.14115573,11.07082196,11.21387686,11.1498289,11.17393311,11.20893864,5.316354062,9.015206575,10.19539131,3.434286622,6.043950401,6.790000198,6.132092751,6.641769656,6.686684473,6.590701381,6.895881355,7.07952739,5.091134495,4.247756461,5.529108099,-4.550064667,7.343034602,4.142611219,3.903762199,4.471904882,4.960799245,5.217800975,4.34713143,6.268475826,3.802503634,4.398623885,4.622447131,4.659512962,1.855885637,3.764014039,7.286018789,7.39300048,7.624794882,7.281004549,7.059503231,4.728171864,5.297247709,6.002465695,6.500312643,4.829189027,6.380798258,5.83390496,4.342055259,8.737810048,8.361017068,8.979565977,8.81568304,9.245731537,8.057104295,7.917100299,8.151686234,8.667037002,8.599376306,8.317341526,8.113688602
hsa-miR-423-3p,12.51282877,12.38216753,12.43983633,10.40208965,11.67509363,12.29776353,11.88337833,11.78738661,12.04061061,11.99405821,11.72387821,11.81621466,12.40074444,12.06393532,10.90769173,11.27778297,14.31833654,14.23394027,15.20995942,12.49096706,14.90193874,13.25478123,13.26170159,13.31646395,13.39807143,11.72286015,11.39417966,11.56641883,11.42232577,13.52307524,13.14829761,13.22678749,13.39967201,12.04111539,11.51503965,12.55973584,12.2498638,14.8371848,11.99759545,12.34269669,10.99237188,13.06067894,13.43558964,13.13861675,13.80231347,10.21451441,10.83320891,11.10852293,11.19247695,10.58941957,10.64019353,10.12767454,10.47988362,10.75773582,16.87829607,16.97750881,17.31535787,15.61798236,14.62053025,16.10837491,11.64588269,13.48085897,12.60342298,13.36833723,13.34366481,12.48603926,11.57575713,10.8166127,12.20207614,12.12438691,12.04235741,12.33615238,12.35147332,14.61925067,13.08489443,12.6913317,12.62370937,12.66973161,12.67378396,12.61529181,12.65325872,12.11543277,12.98052793,12.9405454,11.77990237,11.71469938,12.24455495,12.50282282,11.26841573,12.14631225,11.19912192,12.04630898,11.53042018,11.89511852,11.17883057,11.11639435,-4.550064667,9.805805132,7.59759038,5.596687791,8.444762232,9.112099931,8.995484502,6.326224463,9.187072486,7.010386847,7.231271294,6.598086559,6.611562498,6.213921419,7.45541487,9.86603897,10.30352539,9.97941317,10.35770046,8.74358066,7.095383642,8.533940066,8.53852498,8.617225895,6.801398845,8.639198568,8.562405991,5.997395233,11.32017285,11.66993956,12.10402918,14.07450379,14.21799863,14.11376635,13.93041834,13.75569056,13.69938754,13.58772368,13.70680077,13.54805339
hsa-miR-423-5p,11.43226973,12.0403441,11.84055125,10.51552818,11.85930291,11.27555025,11.19300565,10.55702339,11.25999325,10.71834763,12.91336582,12.41492086,13.16178344,12.56106309,12.33490923,12.69501675,18.02878667,17.84923286,18.08355948,16.64648008,18.06276134,11.88834937,11.84526261,11.8319047,12.16337676,10.89331506,10.33261315,10.61380258,10.27986047,11.71200501,11.62537958,11.71805405,12.07697183,11.06506203,11.56083037,10.17090124,10.77254425,17.86601863,8.750480926,11.46625916,11.16108489,11.78816662,12.40359386,11.9189461,13.02484528,6.432738458,7.808760808,7.920319817,5.870645793,6.957337289,8.170168004,6.864048687,7.871253025,7.027518903,13.22292035,13.37617772,13.31632347,12.14798509,11.77511438,12.60210856,11.73086177,13.64715655,12.75079991,14.05351829,13.56794074,12.75711387,12.19164457,11.5486472,13.26664756,9.836393091,9.869733249,9.898536324,10.5335992,15.15713937,12.08948651,10.40863121,10.12147925,10.26086804,10.15147098,10.24229624,10.22680052,9.79033754,11.82751271,11.6365491,9.909227471,11.04711717,11.1904496,11.30533492,9.880068045,10.84348051,9.867652175,11.46259166,10.17251918,11.67500354,10.72839312,11.31104929,10.71753976,14.0126429,11.43255713,12.47023,13.33463783,13.33000468,13.19503026,12.9500054,14.04743217,12.78804893,13.021646,12.92746772,13.06960027,12.14006568,12.83968728,14.52224485,14.75271027,14.51582612,14.40167001,14.13847682,11.82730883,12.54286605,13.71948846,13.5128682,12.69602722,13.61354494,14.32559145,13.47252996,15.528067,14.15321862,15.03930908,11.19437026,11.6666207,11.59737727,11.55124864,11.06768372,10.98330089,11.17241076,11.15965479,10.4850496
hsa-miR-424-3p,5.16080311,7.005571949,6.309548307,5.303501384,7.06796052,4.593618804,1.276622069,3.747301914,5.00315205,3.054643557,3.602999314,2.679485511,4.231558549,3.031116238,-0.25428192,-0.483901017,10.99274823,11.54220938,11.76671691,8.399742708,10.8845514,-2.90590833,-1.454988609,-1.964130557,-1.453268979,7.119316812,6.515064296,6.908197134,6.436077584,1.633368845,1.188186822,2.082029234,0.911725052,8.670897878,8.144100025,-3.578590521,4.634952912,11.48076442,2.52148288,3.644360058,3.851750638,2.876946517,3.428658136,2.719832387,3.977269388,-3.453915456,4.39839881,4.215656742,-1.105053485,-3.932676378,-3.03627552,-4.367241693,-0.26846405,0.665919939,11.22505598,11.72948451,11.88344474,9.178551524,6.568153909,9.184354013,3.483466305,5.630534335,4.480119372,5.130666001,5.72239359,4.255617385,1.62827187,1.513802777,2.134417487,6.685944335,6.526153417,4.674245439,6.439580614,4.216677248,5.320412691,2.021716785,1.554670563,1.703370191,1.731764254,1.56469474,0.437618888,7.483387088,4.751383502,5.562873064,5.119895537,7.185168469,10.29133941,9.530438533,8.6882195,8.5366408,9.928181629,8.314462265,5.372628097,4.871605996,8.942827446,9.021224896,-4.550064667,5.477495321,3.716186728,0.283065085,-0.168819566,-0.390040106,1.83916225,-3.14342725,5.238963664,1.020114718,3.541676682,1.710727877,3.468557977,0.365959862,-3.347165753,6.162275636,5.553051038,6.93883591,5.527739356,5.504376531,-3.316499555,2.812916953,1.913155997,3.646743506,0.08916508,4.416128429,5.294769506,2.337694594,6.269530893,6.218794037,5.899762922,5.326557338,4.253208531,6.198497904,9.610438682,4.593272175,5.686330954,3.663999824,6.226109179,3.093056184
hsa-miR-424-5p,6.511310014,9.920416025,9.48405937,8.034102579,8.674236268,7.244851239,1.276622069,5.67155876,6.451158289,5.946263138,6.317084299,6.227702332,5.113215452,5.62728027,5.009420713,5.313744511,5.229708734,3.425627971,5.82765517,-5.307651214,3.280569148,-3.164640032,-4.671648018,-4.016144184,-3.512635351,5.222053642,5.769523129,5.634221356,5.411899939,-2.289517381,0.446387587,0.19908675,-2.151689098,10.49422277,9.362261973,0.241583023,7.202680119,7.150943685,5.398737194,5.082913627,3.28936738,0.465443344,0.452048994,1.241043385,-0.34976726,4.636191165,7.559161183,8.57310369,5.548856678,5.253608513,4.252783874,5.698460609,6.381495332,7.010419027,3.377640066,1.422272746,3.928333647,2.481598424,-1.868704741,1.79514772,-1.065324468,-0.508492683,-1.583269557,2.060749787,-1.973311948,-7.460244848,-6.408854841,-6.010904204,-3.851107959,4.754906197,5.140078501,3.77295403,5.3239856,-7.164180747,-2.952652458,7.628047045,7.463699438,7.698697407,7.645490014,7.457566815,7.64742539,8.652100398,6.833764568,9.535365606,10.8235896,10.40467259,11.97673668,11.8541003,11.44416382,11.43332945,11.99395534,11.23879522,8.016031471,7.309370627,9.783698453,9.693650969,-4.550064667,3.325762204,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,0.921755597,-3.081529636,-3.347165753,1.080793676,3.638056344,4.678855475,3.049901405,2.988719492,1.649601923,-3.865516488,1.533219479,3.011644423,-3.378771583,2.319291433,-4.251302282,-3.613763837,10.48746896,10.64979453,10.80508358,0.926178348,-2.891799286,-0.178969063,5.027254448,0.512380379,0.266747309,-0.557320993,-0.012624475,-0.779178491
hsa-miR-425-3p,4.002205064,2.913780808,3.447715845,2.404330985,4.066011079,1.307774998,0.428659496,0.551753744,0.765749723,2.778570949,3.092156106,4.556445463,5.447051414,5.586697282,5.52801137,5.711402923,5.105030104,5.650097362,6.805582114,1.23216087,6.351548528,4.804220635,4.971729279,5.049939793,4.785268443,1.68185907,1.688687389,1.249291526,0.873925662,4.255815239,4.622514563,4.312537453,4.436168654,-0.744777698,1.400024833,2.567913926,3.309492214,9.760498947,2.866088499,2.630301543,2.546563044,4.790329866,4.42925297,4.878808667,3.307256575,5.629826394,7.111307841,8.202322693,10.11482077,10.25168775,8.894673503,8.423460794,8.749890263,8.86662797,9.336040717,9.166872897,9.287536749,7.891916907,8.084071121,9.242193114,1.037954114,4.232119551,3.618130125,4.836564554,3.780008951,2.134280957,-6.408854841,-6.010904204,2.824910189,5.722687243,6.098034872,6.063711082,6.658774932,5.103506896,7.187108881,9.050295352,9.238680967,9.17875528,9.24273897,9.018269056,9.278226328,4.249785228,8.122179721,8.776981924,-1.230600947,0.665415073,2.047493813,0.852888949,1.317803732,1.922980143,-0.26422966,1.536184938,2.50416844,2.371246968,-7.149893927,-0.180030307,-4.550064667,5.765717407,-3.407287268,3.07199491,-0.168819566,3.764729477,2.957285482,-3.14342725,1.499930851,-3.298689482,0.147316955,-3.247050626,0.921755597,-3.081529636,0.97624669,3.77670352,4.708518153,3.489157619,3.049901405,3.431364682,2.16413993,0.503229727,3.615319113,2.754894271,-3.378771583,0.630572211,2.163074591,-3.613763837,5.876916506,6.598932218,6.3900504,4.924900832,5.698549632,4.662365914,3.900393527,5.101279671,4.636131602,5.661794433,4.458921133,4.838734135
hsa-miR-425-5p,7.955600875,6.686354978,6.542864215,6.176527356,6.508427061,7.978801292,6.063977337,7.127119578,6.58663416,8.497777415,9.510975403,9.379962989,9.735336677,9.695821584,8.867915016,8.388161997,14.59495432,15.12966845,16.16923557,13.16111503,15.52986724,9.906763424,10.19938886,10.20581516,10.06951883,9.023046342,8.71484508,8.662724811,8.559260467,10.21604356,10.45051083,10.41688663,10.45412579,6.62262913,6.742768968,9.164587483,9.706181447,16.2122057,8.86016298,7.867356366,6.743533551,10.10152587,10.04532872,10.05420707,10.06770493,7.381799243,7.408590396,9.293503507,8.478738876,8.997302683,8.526927153,8.854880142,7.878464139,7.995642282,10.64469045,10.4804919,10.53202651,9.728389753,9.357575415,10.43759952,7.104183065,9.564088456,8.53294769,8.652709093,9.415556533,8.401991299,7.284758725,5.456269341,7.171124923,6.269378011,6.802756315,7.091815207,7.199230048,9.296899462,9.930613032,11.5364245,11.45963039,11.64709434,11.50796874,11.53345688,11.55874755,7.620094398,12.2958827,12.65695729,4.914794256,6.592174267,7.847536965,6.746825672,7.411017106,6.945598346,6.606859332,6.51806263,7.694557503,5.890831093,4.709133885,6.09368279,12.91748783,12.20169899,9.549673251,7.933658538,9.737908335,10.39244754,10.39586605,9.125711385,10.62463455,9.111126212,9.672756786,9.236552216,9.826900604,7.926537474,9.046846217,11.66483923,12.05000396,11.75062057,11.56681728,11.02149392,9.647036205,10.14210638,11.35381929,10.85376181,9.684458691,11.14985346,10.76925967,9.220192631,15.5764422,15.19714602,15.60966961,9.283545937,9.391844488,8.247690993,8.162081267,8.731863223,9.390189888,8.903329244,8.240341235,8.801016914
hsa-miR-431-3p,2.011055782,2.996378523,2.356794363,0.843811176,3.097395211,4.697310903,3.087846302,3.683556731,3.804049603,5.820974294,7.256501605,7.542849887,7.716376512,7.446781667,8.040379189,8.354845582,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,0.886162118,1.993172788,1.854369512,1.588764881,2.404937609,2.674806025,1.94425182,1.788845639,0.94011093,-0.082608982,0.26682969,0.089352664,5.650037117,4.004066548,-9.897623259,6.78574413,-7.717284895,-2.810809839,5.082913627,5.581444063,1.225652866,1.487239867,0.945756616,0.812325145,0.7613383,-8.042253839,-11.49482972,-10.73637423,-11.51315786,-11.04256713,-12.4021911,-11.03429312,-10.33669219,-9.129390821,-2.685852715,-8.004604563,1.917141302,8.667542242,1.408911347,0.18233325,2.466248698,2.632695814,1.740813931,2.347684755,-1.281241829,-6.408854841,-6.010904204,0.255564977,-3.143295682,-2.853882646,-2.517399012,-3.474958158,-0.192021372,-0.152943982,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,-0.679564173,-8.03183947,-8.253985803,4.148094922,2.52465978,4.877962071,3.33111248,3.619050213,2.993921436,2.904612547,3.194705281,4.320610466,3.92066039,2.980811143,4.752791149,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-0.142757355,-4.639138843,6.621895486,7.185806746,9.397524219,5.878034619,6.710790176,7.733881752,8.594659046
hsa-miR-431-5p,2.154672964,4.078760262,4.988383598,1.925017643,1.749255995,7.889385191,4.446865606,5.67155876,6.248054024,7.268804277,7.828963834,6.984967446,8.162508755,7.663922266,6.512184849,6.802426403,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,3.158969816,3.355566747,3.430362435,3.383413304,9.046157741,8.546348795,8.678896793,8.055811415,2.703742509,1.828916663,2.564707409,2.603310135,7.904855564,5.877138383,-8.638206308,6.694872602,1.312586234,-3.46595455,8.420637751,7.143654316,3.13417232,3.900559392,3.364274052,3.474005735,2.630111284,-11.85279286,-11.49482972,-10.73637423,-6.935454036,-11.04256713,-12.4021911,-11.03429312,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-11.00834674,0.553332885,-4.641404922,-0.175390328,2.466248698,2.536759938,0.618664994,0.183623103,-1.281241829,-6.408854841,-6.010904204,-7.322677567,-5.762613997,-6.207318765,-12.07778874,-11.80035556,0.128337244,1.331532806,-8.263335798,-10.01991026,-6.611527566,-6.044754651,-8.964619742,-4.66064116,0.645087803,-8.03183947,-8.253985803,7.109404092,6.273057193,8.065552925,7.791740471,7.782053048,7.923611333,7.772740708,7.666221592,7.985098161,4.984189693,4.464890747,6.37365058,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-0.142757355,-10.14846207,5.340498113,6.092389467,8.349273289,6.342285468,4.422550247,6.415405604,8.741143996
