miRNA,DRR041393,DRR041530,DRR041578,DRR041592,DRR041620,DRR041422,DRR041436,DRR041443,DRR041450,DRR041470,SRR3996364,SRR3996365,SRR3996366,SRR3996367,SRR3996368,SRR3996369,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR1988291,SRR1988292,SRR1988293,SRR1988294,SRR1988295,SRR1988296,SRR1988297,SRR1988298,SRR1988299,SRR1988300,SRR1988301,SRR1988302,DRR041504,DRR041616,SRR5127209,SRR5127214,SRR5127232,SRR5127234,DRR041368,DRR041534,SRR1988303,SRR1988304,SRR1988305,SRR1988306,SRR3199254,SRR3199255,SRR3199256,SRR3199257,SRR3199258,SRR3199259,SRR3199260,SRR3199261,SRR3199262,SRR5128189,SRR5128190,SRR5128191,SRR5128192,SRR5128193,SRR5128194,SRR5256874,SRR5256875,SRR5256876,SRR5256878,SRR5256879,SRR5256880,SRR5256881,SRR5256882,SRR5256883,SRR5833902,SRR5833903,SRR5833904,SRR5833905,SRR6283108,SRR6283109,SRR7062776,SRR7062777,SRR7062778,SRR7062779,SRR7062780,SRR7062781,SRR8478257,SRR8478258,SRR8478259,DRR041355,DRR041447,DRR041467,DRR041473,DRR041487,DRR041493,DRR041511,DRR041517,DRR041527,DRR041536,DRR041554,DRR041575,SRR1044598,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR7545527,SRR7545528,SRR7545529,SRR1777161,SRR1777162,SRR1777163,SRR1777164,SRR1777165,SRR1777166,SRR1777167,SRR1777168,SRR1777169
hsa-let-7f-2-3p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-9.418252003,-6.539434345,-7.523777657,-7.529768179,-8.275175343,-8.302839675,-7.971283265,-8.644361142,-8.299440234,-8.059734319,-8.025182699,-1.671772053,-6.523421475,0.389748416,-5.307651214,0.054770787,-10.32857358,-10.17019212,-10.27550847,-10.16901569,-10.65555313,-10.78866848,-11.23300081,-11.56399527,-9.911337288,-11.08486431,-10.7908123,-10.72466864,-7.347802253,-1.044037288,-13.31755809,-11.94073571,2.244769204,-13.51471755,-7.639963873,-7.015841152,-10.90228056,-9.47229548,-10.42365061,-9.075640343,1.627576171,-11.85279286,1.496885887,2.161080059,2.357378972,3.707976205,4.963550349,4.802195409,4.648050715,-9.129390821,-9.589918813,-8.004604563,-11.00834674,-11.63923646,-1.793363364,-6.791249405,-9.2053765,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,4.220990015,3.77127957,2.799178301,4.319053865,-10.05065709,-8.911020072,-1.375844583,0.456897232,-10.27954276,-9.195236028,-8.964619742,-10.16284336,2.703313443,-8.03183947,4.655112612,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,0.569671318,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-0.569867077,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-0.130684275,-0.481200454,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-1.375234842,1.808950391,1.361293412,-12.31351213,-10.14846207,-10.89277283,-11.44660096,-10.87285732,-11.76506688,-10.52454327,-2.078738586,-12.71121887
hsa-let-7f-5p,14.88539399,16.45480753,16.3815581,16.27989456,16.38700667,14.81671822,14.14477784,13.96291306,14.63629395,14.35361982,16.69954204,16.66652006,17.11238963,16.40941514,17.14889894,17.36556751,19.14887755,19.27282952,19.79073105,17.13325839,19.08132844,4.094305,4.483733301,4.193094606,4.369432395,13.64280922,13.21144238,13.43876881,12.92730444,6.271593592,5.615134483,6.095573888,6.311513408,14.99040638,15.22588072,15.44382059,14.90381098,19.36752126,12.25787793,15.20552845,14.55215201,6.923636074,7.334368895,7.058268896,6.574483969,12.64303794,5.957192145,10.79357249,12.82815309,12.46062946,13.86971307,14.6503476,14.90850564,15.75232289,14.98764666,14.85813239,14.34354105,14.47727103,12.57498355,13.9177899,7.665751214,9.795995191,9.380356689,10.26224049,9.902281072,9.027775989,7.698014395,7.498025386,8.803253238,12.75347605,12.886576,12.13047006,12.90490566,10.14968254,8.958555544,10.68396546,10.72546373,10.60345273,10.64561652,10.53077369,10.51663187,14.1481208,9.150826289,11.05239758,14.0413107,15.68568783,15.38457439,15.77457326,14.62715219,15.62169418,14.45571835,16.04905335,13.67079231,15.92352304,15.60125623,15.34177355,17.29731785,15.73467294,13.92791992,14.72492735,14.86212012,15.02607357,15.05048934,14.37865061,15.64515867,14.25227357,14.59744702,14.55840225,14.89340124,14.43820437,14.89547032,16.44221184,16.47093439,16.05477065,16.0928809,15.86084744,14.04928637,14.89319465,15.84550522,15.73260227,15.19013645,16.17867586,15.78179865,15.24493277,17.936451,18.04910387,18.10579911,12.5351097,13.45238475,11.72661429,12.2617155,12.4124081,12.07673058,12.92554563,13.7584408,11.81689625
hsa-let-7g-3p,-0.183211606,-7.7235991,-1.135037575,-6.727163539,-7.430910217,0.150566403,-6.539434345,-0.565016758,-7.529768179,1.450170488,-2.220051387,0.886419264,-0.665425315,-1.085924592,0.214232828,0.99832512,0.151780312,-1.364425685,2.12284913,-5.307651214,0.372568788,-10.32857358,-10.17019212,-10.27550847,-10.16901569,-10.65555313,-3.184599379,-11.23300081,-3.24143852,-9.911337288,-11.08486431,-10.7908123,-10.72466864,-1.64776462,-3.256925879,2.630007386,0.569956564,2.834106585,-1.39994418,-7.639963873,-0.814957666,-10.90228056,-9.47229548,-10.42365061,-9.075640343,-3.860076794,-11.85279286,-11.49482972,-4.753206875,-0.608490112,-1.855995002,1.05849976,-0.062537281,-0.488688458,-9.129390821,-9.589918813,-2.371326089,-5.59727114,-5.245654615,-11.20122371,-6.791249405,-9.2053765,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-3.328364634,-3.152381058,-12.07778874,-2.577837355,-10.05065709,-8.911020072,0.746971942,1.168858597,0.954536998,1.885033407,0.694286369,1.426308231,-3.710913856,-8.03183947,-8.253985803,0.883222232,-7.173561921,-7.680499939,-1.262960338,-7.367595463,0.290733084,-0.58845388,-7.322677567,0.516479444,-7.465258912,-7.149893927,-7.465258912,-4.550064667,0.021293434,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-0.786818087,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,1.91991232,3.178441195,2.313596713,-9.95217562,-5.720420347,-10.89277283,-9.183225119,-10.87285732,-11.76506688,-3.213388265,-7.654708687,-7.429363469
hsa-let-7g-5p,13.98562407,13.94409085,13.94862354,13.95426461,14.87316652,12.31343724,11.51812065,11.82163032,11.77167818,12.22690906,12.11212989,12.07859634,12.47520398,12.04033435,12.52093625,12.72478819,16.6929163,16.82252513,17.63745211,14.15722953,16.68599565,1.141108174,1.474679728,1.274204109,0.969642809,10.47466666,10.54057034,10.62956535,10.07885013,1.239987898,2.068808587,1.64614909,2.489167533,11.91855855,12.5243549,13.8234103,12.38263084,17.13815536,11.28684168,12.53876422,12.07755461,2.854193126,2.835059169,2.780772843,1.94384554,12.719899,5.661522988,9.907222983,12.39295427,12.16839234,14.38063064,14.5394549,14.3403616,14.9295941,16.85059877,16.85821607,16.59808598,15.60487376,14.16042259,15.40747302,1.271182407,5.024944108,4.437693735,5.091055047,4.275339481,3.236961494,2.213870655,-6.010904204,1.36164858,13.2157234,13.46537002,12.62226227,13.64468407,7.10083446,7.263999976,10.51686006,10.598321,10.37605175,10.41380236,10.32551634,10.31096814,14.56644073,10.42073952,12.17863959,10.76159878,12.66475717,11.81448901,12.48282284,12.08637181,12.66064305,11.9616965,12.66013946,11.59027412,12.87239869,13.0071161,12.94910988,15.38261547,13.27456356,10.89067585,11.70756914,11.60238894,11.65334973,11.62489955,11.12598367,12.40840947,11.00207639,11.3762424,11.58459632,11.56083826,11.29925929,11.58852733,12.9976383,13.01649737,12.82120735,12.76987319,12.58201674,11.08807521,12.19189767,12.86727694,12.76327186,12.21707458,13.1257849,12.65193896,12.02703656,16.26032292,16.60971271,16.6869876,12.67035745,13.55293075,11.39210538,11.98567573,12.75185502,12.39093785,13.09347571,13.64944948,11.83965655
hsa-let-7i-3p,5.005913857,6.337034783,5.021626832,0.843811176,3.890346583,4.796263747,-2.089134238,2.7386753,3.923213182,3.72854247,-2.715125632,-0.425162238,-1.820671294,-0.78854441,-0.010131117,-1.107687108,7.645493531,7.611282638,9.136531892,5.201490735,8.496921329,-10.32857358,-10.17019212,-10.27550847,-10.16901569,-1.33102385,-4.190795988,-2.736709979,-3.385445126,-9.911337288,-11.08486431,-10.7908123,-10.72466864,2.48089551,1.234567883,4.051643382,4.07955546,8.601922122,-2.455653868,3.884062076,0.277134321,-10.90228056,-9.47229548,-10.42365061,-9.075640343,4.402220661,-11.85279286,-4.950235504,0.144000853,3.989542378,1.863871379,5.595805279,5.988397513,5.445494319,8.263467561,8.254382886,8.334256688,6.646071569,5.941548264,6.010603566,-6.791249405,-9.2053765,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,2.325635479,3.562110313,2.62533534,2.66639498,-10.05065709,-8.911020072,1.919366708,2.938251926,2.074335531,1.885033407,2.213073579,2.35163695,1.070269701,-2.402294821,-8.253985803,4.434592531,5.255666994,4.877962071,6.618786477,5.304531635,6.386484606,4.130124683,5.613629902,4.519674797,3.860470984,2.773425773,3.232448625,6.542508872,4.992851263,2.085851208,0.283065085,-3.653884032,3.077055031,-0.204257232,-3.14342725,0.970441672,-3.298689482,1.649601923,-3.247050626,2.513092097,-3.081529636,0.118690752,3.77670352,2.713679186,3.489157619,4.406610799,2.731673709,1.004004759,-3.865516488,1.533219479,2.46722605,0.08916508,0.630572211,1.787372123,-3.613763837,9.862828074,10.26800587,9.94900296,-1.63615961,1.503539948,-4.369296997,-5.112180546,-3.792522963,-3.397362247,-2.348661649,0.26680571,-3.317169964
hsa-let-7i-5p,14.19974741,15.63430717,15.43969444,14.0073799,14.99737777,14.70314081,13.07076055,13.01630669,14.07261234,13.61937093,16.31230068,16.3655807,16.82650931,16.58268102,16.57992669,16.80722831,18.03189554,18.62455979,18.93205743,16.72405232,18.34853837,-0.368780486,0.672617755,0.192317164,0.429070294,12.13373083,11.72964267,11.8778797,11.50235639,3.034245053,1.951739855,2.394681133,3.171086118,13.92570733,13.82061122,13.53101854,13.6034861,18.59625952,10.73784119,14.54496773,12.95679254,2.56277636,2.548528784,1.923458512,1.94384554,12.15588827,3.121186441,7.171868083,12.82837365,12.62239675,13.53942307,14.29603907,13.78916897,14.5246658,18.38853681,18.86852848,18.76255612,17.09859418,17.19023322,16.51785147,1.037954114,3.53282328,3.061946366,5.306303322,4.110752088,1.866416159,0.55450759,1.513802777,3.194705281,13.7350215,14.44766886,14.24092772,14.28715574,8.282362899,7.263999976,10.95077815,11.04917609,10.66778653,10.7741589,10.59221041,10.65833538,16.49244923,8.65410775,10.69069384,14.71760836,14.83469696,15.11005494,15.44329706,14.39412046,14.82294262,14.12967275,15.06634838,13.09271247,14.69668903,14.75413358,15.03368618,15.199487,14.12414588,12.01343534,12.87533942,12.89498917,13.00636403,12.78830151,12.15979518,13.47274677,12.39098931,12.69563304,12.68775338,12.98009534,12.48516251,13.09405394,14.50899874,14.31364498,14.19511232,13.92951738,13.89490735,12.10674689,12.78996752,14.02089751,13.73541735,13.3668727,14.4656818,14.06290941,13.57760772,16.20123753,16.54692252,16.53240029,14.25560901,15.56285296,12.0871169,11.65621646,13.15910116,14.17364122,13.41741895,15.32581721,13.41976219
hsa-miR-1-3p,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-9.418252003,-6.539434345,-7.523777657,-7.529768179,-8.275175343,-8.302839675,-7.971283265,-8.644361142,-8.299440234,0.614237603,-0.778900885,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-3.755735388,-1.80743817,-10.27550847,-3.854572317,-4.999949075,-10.78866848,-5.625765123,-4.851266561,-9.911337288,-5.356163349,-10.7908123,-10.72466864,-0.058678376,-7.629612767,-6.874466576,-4.858078375,-7.717284895,-1.411229973,-7.639963873,-7.015841152,-4.385799645,-2.221694259,-2.591980343,-9.075640343,0.7613383,9.187098965,8.174170791,7.699510493,8.023093374,7.882078901,7.844687603,8.845324259,9.310028262,-2.418854423,-1.18929867,-3.68110435,-1.239946679,0.696652149,-1.199124518,-1.639708832,-2.895606835,-7.738992714,1.740813931,-1.973311948,-7.460244848,-6.408854841,0.181777564,-1.620907566,13.67680025,12.29077345,12.04681552,13.20697014,2.760508483,4.46649704,-3.981772143,-5.533540402,-4.836995063,-9.195236028,-3.519041089,-7.317370246,6.584665999,5.384076848,8.980566549,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,2.215114515,-2.610679522,-7.130436837,6.492773948,7.568206268,6.917574691,7.743659121,8.971942681,7.670670054,8.038444436,9.32584859,6.272683823
hsa-miR-100-3p,-1.443655653,5.348557028,4.988383598,1.925017643,4.522485993,7.21063442,1.023041423,5.04322857,4.296494101,5.565905375,8.909461517,9.304267241,10.28670154,10.09436228,8.764106039,9.337083498,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-5.987806718,-4.238740063,-3.083262767,-2.66435789,-2.20267375,-2.780232267,-1.539412337,-3.861112784,-6.087134337,-6.154042981,-10.7908123,-6.599865068,5.043286443,4.160742737,3.86718445,8.693711558,-1.138795558,1.228561469,8.47747994,8.102229172,-1.268807135,-0.501175559,-2.814224522,-9.075640343,-7.749361008,-11.85279286,-8.51240605,-10.73637423,-11.51315786,-11.04256713,-8.412064989,-11.03429312,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-11.00834674,-11.63923646,-11.20122371,-6.791249405,-3.82756871,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-12.16183203,-3.049694148,-12.07778874,-2.884952822,-10.05065709,-8.911020072,-0.747870517,-4.449118216,-2.163787577,-2.165370459,-1.874986388,-1.444253471,-4.75792045,-8.03183947,-8.253985803,0.571135215,6.592174267,8.849949941,7.874258343,9.42908774,7.160336784,8.89465341,7.740717786,8.112523512,7.469958376,8.82093157,8.776854511,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-8.977079404,-10.14846207,-6.870133339,-11.44660096,-10.87285732,-7.872114646,-10.52454327,-9.288206242,-8.851025472
hsa-miR-100-5p,16.60751106,18.45779321,17.98264378,16.54370784,18.94878755,17.56833477,15.54695359,15.99626452,16.03269526,16.37437692,15.52601098,14.89828584,15.10630552,15.33048718,13.69564597,13.45262406,9.68072676,-1.364425685,2.12284913,8.830383707,10.54567715,6.260925569,6.643406491,6.775793499,6.304655474,8.523556894,8.822565096,8.623941241,8.108939769,3.32405469,2.512347897,3.166308882,3.850594046,16.34530124,17.29161505,14.38386891,15.06728585,12.14333204,12.95310348,14.17446819,18.43262281,6.967141538,6.533648112,7.009478983,3.350083626,16.37855336,12.16413665,12.25918692,17.44492338,16.87233796,16.94487564,17.05919762,16.19827506,16.83270033,15.28345685,14.41031281,13.98036627,13.46283544,11.94765982,14.32324029,4.367455326,6.820177604,5.720935768,7.181627832,5.294713317,3.537385606,2.539129038,0.582231526,4.372093075,14.43428686,15.48332852,14.35785038,16.15754011,11.04212622,10.52388156,9.610107987,9.42395974,9.586921146,9.448920534,9.508295679,9.002273562,14.63986289,14.97906259,15.05705072,16.36280119,18.22933347,17.8701282,18.197532,17.93229899,18.20485107,17.15412202,18.5166183,17.67145708,18.988305,18.56728845,18.14110126,-4.550064667,-5.106636495,0.062506599,-3.170768821,0.697246015,-3.888259222,-3.691525435,-3.14342725,-4.077703126,2.604828458,-3.316499555,-3.247050626,2.085851208,-3.081529636,0.97624669,5.552814255,5.553051038,4.678855475,4.290472576,4.265504567,-3.316499555,-3.865516488,4.58405042,-4.277152717,-3.378771583,1.16711166,4.802364683,-3.613763837,9.650553494,9.879190247,8.798827071,15.65663342,16.52546233,17.83088327,17.49306293,15.32230893,15.54953193,15.63132498,15.79934402,15.13966576
hsa-miR-101-3p,10.23040493,13.49830543,13.01763573,12.36348301,11.91715574,10.38607298,6.206733645,9.027456795,10.04862944,9.746030668,7.958222039,8.464674229,8.507891972,8.382464296,9.634237215,10.22989452,15.65949448,14.28562345,16.83101497,12.92292604,15.39426882,9.370992384,9.756874938,9.1173509,9.369527808,8.819386816,9.116009702,9.248931168,8.965731464,9.589504825,10.39163259,9.739334687,9.801757418,9.797862631,10.44165537,13.3522807,10.47445479,17.32398611,11.55392638,10.61899533,10.48779316,9.637169915,10.05194673,9.293881791,9.648231341,10.99394356,10.35386121,11.64432996,10.34381343,11.22143322,10.97868347,12.37091543,10.87957723,11.21588804,8.46577027,7.473617631,8.812456799,9.43231251,7.831720244,7.967392103,8.783871918,10.70497082,10.15000289,11.26832337,11.25311873,10.12343739,8.997180155,8.961770265,10.12650724,13.28314486,12.78604332,13.08612747,13.33741496,10.81605377,10.78393091,10.86985978,10.93100264,10.90693337,10.71450409,10.74926774,10.82051478,10.72221093,9.357093849,11.29553783,9.283787803,11.46900861,9.509668858,11.43072925,9.930056504,11.30832042,9.748613866,11.74032584,8.52015095,11.6818935,10.68935397,10.75880992,-4.550064667,15.04514057,11.86080329,10.27667758,11.90230052,12.41687417,12.1305567,11.00469037,12.83785186,11.15484998,11.07543692,11.14487832,11.5246174,10.40203381,11.73978045,14.28041302,14.17959537,13.99659435,14.14242885,13.79689269,12.11965577,12.59200738,13.16535436,13.0583862,11.64181976,13.17040286,12.96293182,12.00983724,14.7411655,14.82025303,14.96682936,11.82819952,12.10993758,9.966446143,9.533885631,11.54034516,11.11915258,11.76610561,10.58294005,12.08663202
hsa-miR-101-5p,-0.183211606,0.772625406,0.782633514,-0.111498173,-0.144399154,-1.167155676,-6.539434345,-7.523777657,-3.146132537,-4.92796975,-4.960369134,-3.642873044,-5.36613769,-4.024282922,-2.434100443,-2.981868905,3.6307349,0.089531174,6.486003112,-0.169098802,4.381096318,-2.238186902,-2.000509764,-2.824729667,-2.922459497,-5.919689541,-5.220676359,-4.44151035,-4.418924958,-3.47587407,-4.167868085,-2.105445476,-4.733672375,-0.744777698,-7.629612767,4.47825287,-5.042533455,8.551188578,0.555106037,-3.268461811,-7.015841152,-5.838970159,-2.866784769,-4.246155147,-4.252054995,-7.330871548,-7.600572429,-4.487270669,-5.133310796,-0.669797105,-4.351285953,-1.636264738,-1.388145399,-2.250578943,-9.129390821,-9.589918813,-8.004604563,-11.00834674,-11.63923646,-11.20122371,-6.791249405,-6.05754256,-7.738992714,-9.965631154,-2.779355791,-1.768659709,-2.877858991,-6.010904204,-7.322677567,-2.151111284,-11.96520754,-3.317452332,-11.80035556,-10.05065709,-8.911020072,0.906532372,0.632355336,0.358637584,1.005949323,1.055432291,1.426308231,-12.108137,-8.03183947,-8.253985803,-6.391505805,1.119178742,-3.313729153,1.41898908,-1.668962409,0.290733084,-2.444530291,-1.13498832,-7.322677567,-3.075003301,-7.149893927,-4.007851012,-4.550064667,6.06555338,2.513092097,-3.170768821,-3.653884032,2.793972406,-0.204257232,-3.14342725,1.938603002,0.163932501,0.147316955,-3.247050626,-3.407287268,-3.081529636,0.118690752,4.213847243,4.511468209,4.5741742,3.900423058,2.731673709,1.649601923,1.161528806,2.793350498,1.322760673,0.947612542,1.16711166,1.345802639,-3.613763837,4.934430867,5.140711585,5.81897103,-12.31351213,-10.14846207,-10.89277283,-11.44660096,-7.505551297,-8.381618303,-10.52454327,-8.22425934,-9.841895083
hsa-miR-103a-1-5p/103a-2-5p,-2.022465857,-2.641063115,-4.284669345,0.561234929,-7.430910217,-4.699626803,-6.539434345,-7.523777657,-7.529768179,-4.92796975,-8.302839675,-7.971283265,-8.644361142,-8.299440234,-8.059734319,-8.025182699,-0.206294778,-6.523421475,0.649439072,-5.307651214,-0.304406623,-10.32857358,-6.453449397,-3.364961063,-10.16901569,-10.65555313,-10.78866848,-11.23300081,-11.56399527,-3.134577941,-2.772082054,-1.956980633,-2.868689049,-7.347802253,-7.629612767,-4.047937322,-6.152275695,4.985492144,-4.65172489,-7.639963873,-7.015841152,-5.413473581,-4.180991083,-6.131649464,-4.974529627,0.301482733,0.232965495,0.433748363,2.226625903,2.256612837,5.952239036,4.20326962,2.516916642,4.154711414,-9.129390821,-4.93104046,-8.004604563,-7.718650626,-3.692942205,-3.917477285,-6.791249405,-1.597942014,-7.738992714,2.253262209,-0.17408559,-3.069489354,-2.877858991,-1.551083055,-1.620907566,-0.493342738,-1.435450178,-0.867549058,-1.587490695,-10.05065709,-1.232403321,-1.375844583,-2.445261892,-10.27954276,-2.165370459,-1.297802214,-1.28260337,-1.89227088,3.411611154,3.648934963,-2.859851957,-7.173561921,-1.51923686,-7.443140999,-0.079031617,-2.443013545,-7.545968179,-2.919014151,-7.322677567,-4.007851012,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,5.097791697,5.140711585,5.289843718,-8.208162241,-10.14846207,-7.536661106,-7.27479261,-10.87285732,-11.76506688,-4.787937632,-7.654708687,-8.071953968
hsa-miR-103a-3p/107,12.5655945,13.01556036,12.9353899,12.59043229,13.03719651,11.7771311,10.93590141,11.38030334,11.41907555,12.35188182,11.53256611,11.73289736,12.01973198,11.94330152,12.13643337,12.64379233,17.12714801,17.28292447,18.25985061,14.79930737,17.30597477,13.23995891,13.60561872,13.72800606,13.46918269,12.40110609,12.39635189,12.11412431,12.13763127,14.04614439,13.79482408,14.17470467,14.02480319,11.7950229,11.96751037,14.06890486,12.71197165,18.35323698,14.0209988,12.43356908,12.23486748,14.01908659,14.20049779,13.98725607,13.70517344,12.6191664,13.57044501,14.14984285,14.45873929,14.80710342,14.78376881,15.82997944,14.4783335,14.89945039,16.17307191,15.64158492,15.94708265,15.19426463,15.04483132,15.4045715,13.6603246,15.57468449,14.94265755,15.84425321,15.42393905,14.63503737,13.85159298,13.22668989,14.84021087,13.82780487,13.80883857,14.39945293,13.8992611,13.76135671,15.80156868,14.90521337,14.88693454,14.88088929,14.8042677,14.82285896,14.89591568,13.00075243,14.34128327,15.88334712,11.41985604,12.16005542,12.1696094,12.22418615,11.86490776,12.50846507,11.56145391,12.32483644,11.79772298,12.60694602,11.94016053,12.27559938,-4.550064667,14.79899437,11.47810108,11.58937857,12.38298691,12.8326143,12.19872737,11.91341969,13.17289692,11.78437052,12.34681477,12.3052867,12.54987497,11.23625671,12.29009868,15.04351504,14.54394823,14.35017007,14.22519701,14.04733719,12.68440086,12.65138483,14.24817838,13.4087025,12.3668925,13.89764103,13.48996961,13.32865705,15.59549067,15.21876891,15.55278649,13.97252588,14.38363976,13.96088312,13.89774206,13.58708753,13.52044156,13.81737084,13.39416807,14.03013244
hsa-miR-103b,-7.155541853,-7.7235991,-7.713822301,-6.727163539,-7.430910217,-9.418252003,-6.539434345,-7.523777657,-7.529768179,-8.275175343,-8.302839675,-7.971283265,-8.644361142,-8.299440234,-8.059734319,-8.025182699,-6.822130843,-6.523421475,-7.189659905,-5.307651214,-6.919662685,-10.32857358,-10.17019212,-10.27550847,-10.16901569,-10.65555313,-10.78866848,-11.23300081,-11.56399527,-9.911337288,-11.08486431,-10.7908123,-10.72466864,-7.347802253,-7.629612767,-13.31755809,-11.94073571,-7.717284895,-13.51471755,-7.639963873,-7.015841152,-10.90228056,-9.47229548,-10.42365061,-9.075640343,-12.67706056,-11.85279286,-11.49482972,-10.73637423,-11.51315786,-11.04256713,-12.4021911,-11.03429312,-10.33669219,-9.129390821,-9.589918813,-8.004604563,-11.00834674,-11.63923646,-11.20122371,-6.791249405,-9.2053765,-7.738992714,-9.965631154,-8.77109396,-7.460244848,-6.408854841,-6.010904204,-7.322677567,-12.16183203,-11.96520754,-12.07778874,-11.80035556,-10.05065709,-8.911020072,-8.263335798,-10.01991026,-10.27954276,-9.195236028,-8.964619742,-10.16284336,-12.108137,-8.03183947,-8.253985803,-6.391505805,-7.173561921,-7.680499939,-7.443140999,-7.367595463,-7.544586872,-7.545968179,-7.322677567,-7.322677567,-7.465258912,-7.149893927,-7.465258912,-4.550064667,-5.106636495,-3.407287268,-3.170768821,-3.653884032,-3.888259222,-3.691525435,-3.14342725,-4.077703126,-3.298689482,-3.316499555,-3.247050626,-3.407287268,-3.081529636,-3.347165753,-4.546967952,-4.916754758,-4.697132731,-4.772117541,-4.304929701,-3.316499555,-3.865516488,-4.540204913,-4.277152717,-3.378771583,-4.451063187,-4.251302282,-3.613763837,-7.090417502,-7.036434553,-7.130436837,-12.31351213,-10.14846207,-10.89277283,-11.44660096,-10.87285732,-11.76506688,-10.52454327,-12.45952545,-12.71121887
