miRNA,DRR041353,DRR041355,DRR041363,DRR041364,DRR041371,DRR041376,DRR041385,DRR041392,DRR041393,DRR041397,DRR041398,DRR041406,DRR041413,DRR041414,DRR041419,DRR041428,DRR041429,DRR041434,DRR041442,DRR041447,DRR041448,DRR041449,DRR041462,DRR041467,DRR041473,DRR041474,DRR041482,DRR041487,DRR041488,DRR041493,DRR041494,DRR041500,DRR041504,DRR041505,DRR041507,DRR041511,DRR041512,DRR041516,DRR041517,DRR041519,DRR041524,DRR041527,DRR041528,DRR041530,DRR041536,DRR041537,DRR041543,DRR041547,DRR041554,DRR041555,DRR041556,DRR041562,DRR041565,DRR041567,DRR041575,DRR041576,DRR041577,DRR041578,DRR041584,DRR041590,DRR041592,DRR041599,DRR041606,DRR041611,DRR041616,DRR041619,DRR041620,DRR041626,DRR041631,SRR1044598,SRR1055961,SRR1055962,SRR1055963,SRR11459553,SRR11459554,SRR11459555,SRR11459556,SRR11459557,SRR11459558,SRR11459559,SRR11459560,SRR11459561,SRR11459562,SRR11459563,SRR11459564,SRR1200834,SRR1200888,SRR1200890,SRR1207050,SRR1207051,SRR1207052,SRR1207053,SRR1207054,SRR1207055,SRR13401179,SRR13401180,SRR13401181,SRR13401182,SRR13401183,SRR13401184,SRR1664893,SRR1664894,SRR1664895,SRR1664896,SRR1664897,SRR1973407,SRR1973408,SRR1973409,SRR1973410,SRR1973411,SRR1973412,SRR1973413,SRR1973414,SRR1973415,SRR5127202,SRR5127211,SRR5127215,SRR5127217,SRR5127218,SRR5127222,SRR5127232,SRR5376350,SRR5376351,SRR5376352,SRR5376353,SRR5376354,SRR5376355,SRR5376356,SRR5376357,SRR5376358,SRR5376359,SRR5376360,SRR5376361,SRR5755825,SRR5755860,SRR5755895,SRR5755902,SRR5755909,SRR5755916,SRR5755923,SRR5755930,SRR5755937,SRR5755944,SRR5755951,SRR5755958,SRR5755965,SRR5755972,SRR5755979,SRR5755986,SRR5755993,SRR5756000,SRR5756007,SRR5756060,SRR5756067,SRR5756074,SRR5756081,SRR5756088,SRR5756095,SRR5756102,SRR5756109,SRR6837863,SRR6837864,SRR6837865,SRR6837866,SRR6837867,SRR6837868,SRR7001333,SRR7001334,SRR7001335,SRR7001336,SRR7545527,SRR7545528,SRR7545529,SRR8137037,SRR8664489,SRR8664490,SRR8664491,SRR8664492,SRR8664493,SRR8664494
hsa-miR-153-3p,-6.21620238,-6.389641911,-8.385980313,-4.243052872,-7.719871255,-8.099526953,-3.646745558,-6.97190865,-7.143856522,-1.664137603,-3.420557751,-7.239092547,-0.624772048,-1.379301389,-0.764936721,0.499420707,-4.334149188,-3.517661068,-7.001625038,-1.442358093,-1.710022792,-3.458664347,-2.414938868,-4.237644753,-2.328100578,-3.806719506,-7.129890032,-7.36628225,-6.978346196,-3.141311938,-1.005089583,-7.38635191,-7.355865099,-7.170151274,-3.285790681,-7.531577133,-7.254258648,-2.52357088,-3.829923284,-7.521535216,10.04059969,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-2.78855298,-6.522192171,-6.032513167,-7.452806173,-3.829923284,-7.031258977,-0.741056818,-3.686352262,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-4.169894578,-7.147645173,-7.436378297,-6.51319212,-6.633545669,1.858817738,-3.124112799,-1.543635079,-7.607325248,-6.245455708,-12.68577888,-8.539300175,-7.524452416,-12.1542181,-10.15325066,-8.739665479,-6.201930075,-8.911606861,-12.27194989,-7.460299552,-6.091112661,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-1.390479007,-7.094567091,-7.36970658,-7.978723841,-1.391938739,2.079301713,-3.298978273,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-4.224860418,-4.611552091,-6.039808908,-7.6376653,-7.6376653,-3.961471696,-7.242682888,-2.844826371,-3.095954702,-0.319066754,-3.246187366,-1.234904438,0.381795077,0.128293279,-1.518732424,-0.82874329,-1.049942375,-2.178014458,-2.913228393,-3.643704076,-3.201334724,-3.753500639,-7.710452109,-0.40384413,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-2.890659038,-3.258208983,-5.684320062,-0.889420534,-3.240918962,-3.534151733,-8.484656844,-11.99519138,-3.023443107,-2.233434256,3.099559673,2.627462966,1.551450604,-6.472195455,-10.65242655,-10.86696726,-11.1324153,-5.884498276,-6.151109048,-9.576875295
hsa-miR-92a-1-5p,-6.21620238,-6.389641911,0.070469255,1.903660001,-3.344957053,-1.551190256,-2.002890662,-3.462560185,-1.426447519,-0.764936721,0.354052043,-0.62999049,-1.318032395,-0.486533048,4.362067521,4.18245896,-1.188098444,2.671585631,0.286150343,-3.663175725,0.106155352,-2.530443145,-3.341894636,-0.116088494,-7.44840862,-1.58155326,-0.158930394,-0.078804799,-1.255009024,-7.535968413,-1.005089583,-1.681834744,-2.228440914,-0.971994284,3.162151768,2.052958856,-1.059158372,-1.812032766,-7.313048083,-3.125455984,3.360478747,-0.695820966,-6.267749793,-2.603636283,-7.449301866,-0.809558379,-0.416673301,-0.865745403,0.946730686,0.587502102,-6.932401519,-1.868835432,-2.066955829,-6.032513167,1.399678562,2.12871417,-3.525915668,-7.693408087,-2.75596316,-2.625231221,-0.119946111,-0.515282167,-2.689167864,-2.062679099,-3.236373577,-7.147645173,1.24131315,-6.51319212,-3.105542287,-4.577468404,8.393983525,9.806251351,7.894624203,2.038953314,1.933162683,4.037099029,3.982125336,1.917228568,2.293644387,5.313702024,5.66450888,5.498852416,2.574944352,1.529232178,2.186126243,11.1189255,7.975912296,11.70195244,7.520580445,9.671648755,7.12635374,10.21527754,6.467980369,8.750324013,-8.285850464,-7.094567091,-7.36970658,-1.048539305,-0.49887523,-7.757913324,1.234259379,-6.544471612,1.649930222,-5.315317881,1.149839382,-0.695820966,-1.912474587,-0.717846982,0.469141615,-1.579440305,0.193139236,-3.253551594,-7.43341673,-2.107562936,3.594850942,-2.195519151,0.910433368,-0.242942101,0.531665658,0.024395022,-2.020829038,0.381279544,1.76683663,1.818599239,3.7086097,2.80305566,1.242503648,-2.48257393,0.332207203,-2.614545611,-0.615478156,-2.424272456,-3.444416686,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-1.368964983,-4.708117961,-1.230227829,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,4.350077505,4.855202167,4.91165015,4.479496364,4.798063722,4.775782457,0.718764748,-1.139999266,1.758307169,-0.935079114,-0.90263335,-3.535404748,-1.394170191,1.764874786,2.313831325,2.25546861,0.910659745,2.133616619,2.386808351,2.57096179
hsa-miR-561-5p,-1.055463649,2.032716829,3.656591836,6.338459749,7.717674189,4.229303436,3.925711922,1.854606022,-2.716703868,0.918864866,4.2891541,5.323323115,3.131274493,3.196127197,3.376481186,3.497589716,3.016985861,5.735826475,5.148539354,3.232600036,4.776587042,3.797289552,-1.132022575,3.016592544,3.914640612,0.995209121,6.968222306,5.082446994,0.309044261,2.289961866,1.639496029,5.205491562,4.654392085,4.576830122,4.508679889,3.842615466,3.318996454,4.597158295,3.645834061,5.833259452,1.929653555,5.13354192,-6.267749793,4.535520913,2.370799515,3.179100674,4.029117171,4.511574017,2.307437403,3.632977722,-3.420512088,-0.130395363,4.895510475,2.987307728,4.389987399,4.554044992,3.816334667,2.254082474,5.499402776,2.363135411,1.904758759,2.165523542,-0.036876087,3.719536705,2.990159416,2.862224915,0.853121525,-0.784517006,-3.105542287,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-12.68577888,-12.30412489,-12.60217964,-12.1542181,-12.06476608,-12.67166861,-5.492790569,-8.133320272,-12.27194989,-11.55763819,-7.389893948,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-1.358869834,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-2.372512324,-6.544471612,-2.052836003,-5.315317881,-6.90703448,0.767315354,0.771631944,2.945006791,3.221216912,1.943857101,3.689200803,3.287912671,3.540944101,0.826514807,6.217895615,7.209785432,6.958145727,5.829934825,1.607110043,5.886354492,-1.114257596,4.237473937,4.728760704,2.614081641,4.616746976,4.678403069,5.244968566,2.846469906,0.826514807,0.577995604,2.302665853,3.30411038,2.703453267,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-0.223922694,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,2.030913011,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-0.16018736,5.347114895,5.607974889,4.818350518,6.588936604,5.65116992,5.571901128,5.672734925,5.235678356,4.977306822,4.913254863,-1.959628469,-3.535404748,-1.970224977,-6.472195455,2.987686318,2.342939118,3.137308809,2.608189362,2.012221422,1.723887568
hsa-miR-577-5p,-6.21620238,-6.389641911,-8.385980313,-2.006879245,-7.719871255,-4.709692361,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-3.534668922,-7.098557042,-7.36970658,-3.644095333,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-3.806719506,-7.129890032,-7.36628225,-6.978346196,-7.535968413,-7.202157334,-7.38635191,-7.355865099,-0.971994284,-3.285790681,-7.531577133,-2.835000454,-1.237922525,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,-7.700580624,-7.449301866,-6.538344223,-7.38312393,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-2.066955829,-2.487154965,-7.452806173,-7.313048083,-7.031258977,-7.693408087,-7.180593772,-7.057885948,-6.731698775,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-6.51319212,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-12.68577888,-9.405661211,-12.60217964,-12.1542181,-12.06476608,-12.67166861,-12.34609711,-12.73840379,-12.27194989,-9.347036915,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,-8.285850464,-7.094567091,-7.36970658,-7.978723841,-8.287138564,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-2.625231221,1.009275653,-2.368917279,-2.494552241,-0.358756236,-0.358756236,1.879384137,-0.272994991,-3.408296301,-7.672339551,-11.49440299,-11.51162825,-5.94591638,-8.568919446,-7.700580624,-0.411077805,-0.02606649,-7.640451817,-8.278770547,-7.326778162,-9.07928073,-1.900937795,-2.822552293,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-5.538307296,-6.520395481,-6.18671825,-5.102826325,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-7.147789007,-8.302713423,-11.1324153,-9.77968686,-10.45127544,-9.576875295
hsa-miR-376c-3p,3.555949881,5.287245326,10.38236705,5.275376195,6.365877929,8.260109973,8.47378926,6.277996281,3.415229552,7.997621599,9.04122221,7.225490153,7.85662424,7.579935739,7.013421605,8.152055703,9.278375388,7.439152103,5.760038302,7.613590648,5.89451716,6.840101971,6.559299863,8.352529837,8.305765786,8.316594843,6.063941879,7.545272434,5.494395445,7.881123132,6.447411392,7.818341529,5.914639638,8.146990678,7.311373127,6.369071993,7.773908834,6.331326319,7.72577361,6.282920316,7.771496851,5.495555796,4.222902263,7.171161113,7.063024394,-6.538344223,7.886813085,6.966866569,6.586089572,5.523954564,6.525924814,4.71424144,6.031372495,6.200502116,7.269052951,4.85844824,7.141480799,6.598147704,6.821278002,6.827024388,5.875112905,5.692860221,6.574278305,4.331245237,5.98082073,8.08574626,6.168056437,3.509079992,2.984561384,-4.577468404,7.063098146,9.551966023,11.02529696,8.388206614,8.70581167,9.474108937,9.740220416,9.183537691,9.388679903,9.629070851,9.700917383,9.741683916,8.678726808,9.382217944,9.243741037,9.556438766,8.93693405,7.549143057,12.05652146,11.36005757,10.01128608,9.470614679,8.350469329,8.441715201,7.409838823,5.658655993,6.436695924,6.74575727,7.840459727,7.351513975,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-7.303002452,-7.057885948,-7.67152228,-8.01397613,-6.039808908,-7.6376653,-7.6376653,-7.43341673,-7.242682888,6.434399641,5.922203085,8.070871019,7.186559032,1.555855964,7.968091014,-7.700580624,7.235876494,6.720903482,5.456266379,6.002524438,6.746829558,7.501866409,7.508751501,7.426943861,7.996985175,8.430971503,7.088722692,5.937996155,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,5.331802447,5.082470188,4.815170587,6.522299451,5.472203459,5.03967923,6.881838902,7.729016845,5.294679377,6.053882564,-7.102790957,-7.04012982,-7.112861251,2.306245344,5.632306909,5.172121573,5.789602622,5.481475141,5.087960518,4.681954358
hsa-miR-1296-5p,2.831372427,5.97268294,6.368296778,7.191621441,6.683085039,5.458090711,5.431756185,3.480532611,6.451178137,3.982208988,3.151919073,6.359664585,4.789204517,3.897748146,4.930820086,5.622299165,5.117805323,7.297603784,5.81818836,5.175994263,5.979509519,5.468248788,4.289614552,5.555163712,6.78235552,4.376947753,6.501212468,5.046189578,4.064587609,5.938243595,5.418529706,4.348084276,6.078288341,4.527870232,5.709855876,5.431470389,6.64940229,4.204553267,5.297728925,7.173080415,4.195818966,6.311363909,-1.808164321,5.015117321,3.455684012,2.079490559,4.958065234,3.639042751,2.887599397,2.557482806,0.354094078,2.433303374,2.705788467,1.204011071,2.250343778,3.909368909,4.829940865,4.034425001,4.142337631,1.774835718,-0.119946111,0.704496459,-0.036876087,-5.609857717,4.601979968,2.281355345,4.305911291,-2.057736248,3.097759356,-4.577468404,-3.124112799,-1.543635079,-7.607325248,0.944871588,1.006350745,0.471205325,0.907049723,0.822651913,1.219378709,-0.395743791,1.223950784,0.67064552,2.07540194,-0.141407816,-0.335583335,-0.705950082,-2.944724208,-1.670153146,-7.312185251,0.355749901,-7.211623991,-7.594067944,-7.066811971,-2.565666782,6.490145848,5.074748846,5.829536964,7.180461672,7.700105376,6.683162261,-0.204898952,-1.384009639,2.241495064,-5.315317881,0.917012854,6.523866277,5.716781689,6.487444588,6.756921668,4.752275349,6.287211758,5.765027751,5.649176051,5.602623357,5.883763101,5.182457899,5.246243297,4.594498211,3.94829746,5.459184806,1.156290042,4.627518003,5.993015475,4.667301559,6.535179389,4.495489237,6.775315156,3.402040224,3.9064113,4.264626513,5.367792064,4.714032551,2.456116203,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,6.468570559,6.533258265,6.109043679,7.37291986,6.147846362,6.476842691,4.313511239,4.306903968,4.306487557,4.207491677,-1.383700645,2.957443703,1.884523934,4.539431374,4.992245215,4.669900378,4.097885857,3.076337795,3.178395999,3.60000123
hsa-miR-653-5p,-6.21620238,-0.662131919,-3.385690111,-7.687824285,-7.719871255,-8.099526953,-7.143856522,-6.97190865,-7.143856522,-7.36970658,-6.932444474,-7.239092547,-7.888716451,-7.098557042,-7.36970658,-5.168503015,-7.769172293,-7.873677454,-7.001625038,-7.159106643,-6.863383244,-6.968252157,-6.858286025,-7.6829801,-7.44840862,-7.291717322,-7.129890032,-7.36628225,-6.978346196,-3.141311938,-7.202157334,-7.38635191,-7.355865099,4.891998962,-4.601980874,-7.531577133,-7.254258648,-6.961732116,-7.313048083,-7.521535216,-7.789805004,-7.303002452,-6.267749793,1.891353397,-3.978910879,-6.538344223,-2.257717516,-7.066811971,-7.119104501,-6.983369586,-6.932401519,-6.327735784,-6.522192171,-6.032513167,-7.452806173,-7.313048083,-7.031258977,-0.126951769,-7.180593772,-7.057885948,1.083599113,-6.240043922,-6.23085477,-5.609857717,-7.62215453,-7.147645173,-7.436378297,-1.352407767,-6.633545669,-4.577468404,-7.5203118,-7.710558013,-7.607325248,-12.19795589,-10.18784223,-12.30412489,-12.60217964,-5.920249409,-12.06476608,-9.748416982,-12.34609711,-10.29881375,-8.098358246,-11.07207973,-12.93060427,-7.66028513,-7.355865099,-7.375367259,-7.312185251,-7.925983881,-7.211623991,-7.594067944,-7.066811971,-7.001625038,3.702028931,-7.094567091,-7.36970658,-7.978723841,2.825356171,-7.757913324,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,-1.59346965,-0.856610865,0.397703042,-1.087188838,-0.320903313,-0.358756236,1.383213697,-1.246975379,-2.822552293,-11.51729544,-0.282730954,-7.875919515,-11.51162825,-12.16468894,-4.670521561,-7.700580624,-7.687571292,-8.076668999,-7.640451817,-4.917411529,-7.326778162,-9.07928073,-7.59045619,-7.242682888,-7.710452109,-8.805947662,-7.537045069,-6.954872993,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,-12.49997768,-12.62416521,-12.52540096,-12.05850008,-12.24798367,-12.44999058,-4.094761021,-3.637283839,-5.933836169,-6.870092506,-7.102790957,-7.04012982,-7.112861251,-6.472195455,-10.65242655,-10.86696726,-5.790096831,-9.77968686,-10.45127544,-9.576875295
hsa-miR-132-5p,1.310826388,2.211980336,1.567652203,1.772791323,3.905268576,1.743947691,-0.532582531,1.854606022,3.648029531,3.046284538,-1.207855315,-1.043394522,3.913792074,4.090785921,-0.402865183,3.497589716,2.068469937,1.722529133,-0.388592726,4.435696866,0.106155352,3.216929092,1.95905373,3.586746599,2.790704764,0.283238738,1.535372247,2.447521912,0.592388922,3.71652264,1.952960222,3.510987143,-1.649440663,-0.55939568,1.837573828,2.176472606,-0.284767211,-1.237922525,4.64541371,2.303478168,-7.789805004,0.767315354,-1.106611811,4.576380669,4.392939904,-1.377814017,-0.095961596,1.410608279,2.98847508,-0.780613782,2.050899714,-1.16633602,-0.319992841,-1.57216565,2.786702247,-0.344747948,3.162151326,3.759706504,0.88709127,3.042402674,2.78017315,-1.079100693,-1.770949025,0.088728352,2.321440004,1.690856586,4.150495279,2.427029106,2.468739096,-4.577468404,2.725018095,0.357706562,3.456622943,4.387914595,4.540725596,4.404230215,3.960443324,4.796937004,4.424013739,4.30462025,4.409036882,3.747947706,3.744003638,4.220721226,4.187166958,1.799451027,4.109208703,3.212175114,1.69732574,2.440336061,3.436748295,3.601657075,2.603552679,3.280431099,7.008161516,5.263714113,6.763068323,6.653072522,7.625036857,7.574256065,-1.662872892,-1.384009639,1.81148147,-5.315317881,0.661530519,2.002215734,1.005767293,-1.501378445,1.829272576,0.544247979,-0.069020535,0.432256902,-3.029038874,-2.822552293,0.365337425,2.632437603,2.902285883,3.604021591,1.722816145,3.622537424,0.128293279,0.381279544,-0.02606649,-1.955217933,1.894993454,-1.134824419,0.148061011,0.699441894,-3.753500639,-0.144733125,-0.207088849,-0.940219125,-1.230874754,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,2.520671648,2.558940583,1.935853815,4.830088838,2.769590766,1.893999519,2.509077526,2.488888207,3.004811335,2.245324039,-1.959628469,1.237570871,0.952766835,5.518609126,2.530603849,2.164755854,1.494330051,2.429323846,2.554525971,1.979650288
hsa-miR-25-5p,-6.21620238,-2.85231357,-0.138060345,3.986956625,0.771876389,1.858972094,-0.532582531,0.854731135,-1.426447519,0.46461383,1.125708029,0.594325929,1.436482376,0.190316258,4.459708259,4.023756741,1.087722699,2.920166833,1.0597299,-3.663175725,1.404467099,-1.818821173,0.426394191,0.997816746,-1.748037011,-1.098182436,1.707526184,2.079031447,1.494002032,-4.074385927,-0.592116041,1.103417999,1.952629162,-2.03066305,1.458835631,2.294076483,0.815180942,1.864005416,-1.120461706,0.768491761,3.897358088,1.85850532,2.319420658,-0.748674563,-2.329066211,-0.33585862,0.905670143,1.212140678,2.43517181,3.632977722,-2.49269332,1.686177026,-1.361493976,-6.032513167,4.136492114,2.912986429,-0.418449748,-2.59571565,-2.75596316,0.230626753,-0.527247365,1.765235696,-1.770949025,-0.465027203,1.836226383,0.141467332,-3.964721587,-2.98017672,0.330111896,-4.577468404,9.500405619,10.8845175,8.870454432,0.966091087,0.578850789,1.758160318,2.335814035,2.504558414,1.701801604,3.379075894,3.748451658,3.952394142,1.562103414,0.455221393,-0.071161734,11.51165834,8.64487586,12.51486514,8.58996165,10.92141897,8.427056106,10.54883132,8.24014833,9.42011978,2.754821775,3.10677782,-7.36970658,2.821587558,2.679556769,-7.757913324,7.302882898,5.383422869,7.937387756,3.127707773,6.849004845,-0.014587249,0.230626753,1.185178312,0.040807387,-1.579440305,1.537792482,-0.682043228,-3.029038874,0.590782234,4.478472897,2.072954583,1.641998156,2.158103355,2.698161843,1.758384673,6.811027448,0.601275584,2.564176366,-0.361670526,3.451787296,0.507427993,2.536713453,-4.134701387,-0.633678754,-1.124853185,0.745437375,-1.357003278,0.332082572,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,1.481390012,-3.309159003,0.94944753,0.120594671,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-0.476438725,0.380536943,1.699975821,0.084116305,0.115579894,-3.872402671,0.508863676,1.747124348,0.047881823,-4.462330942,-4.259418591,0.700315877,5.898840345,6.078295281,5.69575358,6.381737276,5.590387594,5.925061523,1.683605865,0.803419782,2.960170577,0.339442685,3.755685129,2.627462966,3.674558487,4.345644604,3.68127533,3.637153674,3.172580137,3.74838014,4.791475849,4.046608058
hsa-miR-887-3p,2.364552807,3.796054476,6.19815314,3.878513253,5.525276871,6.132695228,3.495464616,5.050687726,2.149889855,5.150414466,2.723342225,2.061804938,7.088558784,4.379710997,3.732515062,4.904708952,5.023270405,4.12238906,3.979254289,2.135841196,1.191167739,3.020551254,3.889515441,3.016592544,4.577513818,2.932097257,3.427328343,3.049346652,3.930871384,5.512847105,2.813558888,5.066172492,5.453653131,3.040216498,3.212462081,2.176472606,3.625852319,0.608535939,3.183608594,3.7291492,0.890269977,2.824484219,2.787229064,4.732627995,2.691767341,2.404843552,4.029117171,3.223823316,1.878716342,3.470716023,3.827458772,1.686177026,2.566703035,3.252501852,2.250343778,3.426211991,1.031341154,4.812784184,3.541346376,5.53154538,-0.119946111,3.735184622,1.981606115,0.549112606,4.147295699,3.717440234,3.467068102,-1.352407767,2.60847035,-4.577468404,4.183855885,3.624575641,4.353116829,2.251475199,1.313988788,-0.469244998,0.633146345,0.051778082,2.441401583,2.118185706,1.482255569,2.565531138,2.997371928,1.774519547,2.192743052,-1.489243508,1.49316153,-1.185792672,3.715364978,3.666451126,1.630548543,-1.904850832,1.766516871,1.827107856,2.359679159,2.578614804,2.76422923,2.389654193,3.975348675,2.780037484,-6.817691359,-6.544471612,-7.191106501,-5.315317881,-6.90703448,10.22947769,9.479200014,9.465476324,9.683697832,8.60330351,9.242734094,9.503166555,9.427392167,9.096308935,4.839748615,8.945937604,5.392223956,5.766002737,6.869072952,5.633370636,-7.700580624,5.445373012,6.492704423,4.997851979,6.344519303,3.414187693,5.637562349,6.879471999,7.006224045,6.267111066,7.804846252,5.308283556,5.022211615,-5.077215311,-3.421794909,-3.15398837,-3.651338078,-3.89959987,-3.701150267,-3.138088086,-4.07569507,-3.309159003,-3.357584089,-3.331743679,-3.434941667,-3.096665973,-3.38034997,-4.577468404,-4.903499393,-4.708117961,-4.760097714,-4.30500728,-3.337143729,-3.872402671,-4.568141068,-4.272594363,-3.409977493,-4.462330942,-4.259418591,-3.63305617,5.879194473,5.65164939,5.911738273,6.21606584,5.675536679,5.735046724,7.03678278,7.213002205,6.2862524,6.691219085,-7.102790957,-7.04012982,-7.112861251,-2.937657102,7.480426426,7.241587951,7.227318596,6.038926383,6.516427153,6.484990768
